,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
5326,벚꽃독신녀의 정사,2016-02-24,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),마츠히사 유메지,타치바나 히토미
5327,불륜수업-나쁜놀이,2016-01-20,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),마츠히사 유메지,타치바나 히토미
5328,코난: 암흑의 시대,2012-04-05,1000,260492000,1,33684,1,1,미국,(주)씨제이이엔엠,청소년관람불가,판타지,마커스 니스펠,"제이슨 모모아,레이첼 니콜스,스티븐 랭,론 펄먼,로즈 맥고완"
5329,콜렉터,2011-05-26,34396500,34396500,4443,4443,25,478,미국,팝엔터테인먼트,청소년관람불가,범죄,마커스 던스탠,조시 스튜어트
5330,콜렉션,2013-05-02,69000552,69000552,9518,9518,62,1103,미국,(주)팝엔터테인먼트,청소년관람불가,액션,마커스 던스탠,"조시 스튜어트,섀넌 케인,크리스토퍼 맥도날드,리 터제슨"
5331,월스트리트의 예언자,,252000,252000,56,56,1,2,독일,,,,마커스 베터,
5332,가미카제,2017-02-10,8000,8000,2,2,2,2,영국,(주)시네마리퍼블릭,청소년관람불가,액션,마커스 셰이크셰프,마커스 셰이크셰프
5333,그레이슨 페리의 꿈의 집,,810000,810000,135,135,1,2,영국,,,,마커스 플로라이트,
5334,가필드 펫 포스 3D,2011-01-27,385987000,385987000,36454,36454,69,1672,미국,(주)화앤담이엔티,전체관람가,애니메이션,마크 A.Z. 디페,"엄상현,김영선"
5335,파이스토리 : 악당상어 소탕작전,2013-01-10,1808263000,1808263000,267440,267440,298,7483,미국,(주)에스비에스콘텐츠허브,전체관람가,애니메이션,"마크 A.Z. 디페,박태동","드레이크 벨,앤디 딕,김병만,남보라,류담"
5336,네이비씰: 어둠의 전쟁,2017-01-12,2000,2000,1,1,1,1,미국,(주)시네마리퍼블릭,15세이상관람가,액션,마크 C. 앤드류스,"제레미 다비스,크리스 워너"
5337,나에게 가는 길,,799000,799000,83,83,1,1,영국,,,,"마크 J. 프란시스,맥스 퍼그",
5338,그루피: 사생팬,2018-10-23,2000,2000,1,1,1,1,미국,(주)퍼스트런,청소년관람불가,범죄,마크 L. 레스터,"타린 매닝,에릭 로버츠"
5339,리틀 도쿄,1992-01-25,90000,90000,45,45,1,2,미국,,청소년 관람불가 ,액션,마크 L. 레스터,"돌프 룬드그렌,브랜든 리,캐리 히로유키 타카와"
5340,포세이돈,2014-09-18,9524000,9524000,3576,3576,20,41,미국,(주)소나무픽쳐스,15세이상관람가,SF,마크 L. 레스터,브라이언 크로즈
5341,리빙 인 이머전시,,284000,284000,71,71,1,1,미국,,,다큐멘터리,마크 N. 홉킨스,
5342,"글렌, 플라잉 로봇",2013-04-18,500000,500000,100,100,1,1,미국,(주)나우콘텐츠,15세이상관람가,SF,마크 골드스타인,빌리 보이드
5343,고양이의 센스,,4914,4914,30,30,1,2,미국,,,애니메이션,마크 구스타프슨,
5344,잉글랜드 이즈 마인,2018-07-05,87860647,87860647,10092,10092,42,770,영국,"(주)싸이더스,무브먼트",12세이상관람가,드라마,마크 길,"잭 로던,제시카 브라운 핀들레이,조디 코머"
5345,고스트 라이더 : 복수의 화신,2012-02-16,902998500,902998500,117265,117265,269,9068,미국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,액션,"마크 네빌딘,브라이언 테일러","니콜라스 케이지,이드리스 엘바"
5346,케빈 로치: 과묵한 건축사,,396000,396000,66,66,1,1,아일랜드,,,,마크 누난,
5347,유아 어글리 투,2016-05-26,6495000,6495000,933,933,14,143,아일랜드,주식회사 씨네룩스,12세이상관람가,드라마,마크 누난,"에이단 길렌,로렌 킨셀라"
5348,에너미라인 1994 대전투,2018-06-07,1000,1000,1,1,1,1,영국,,,,마크 누탈,
5349,쇼다운 인 마닐라,2017-01-04,100000,100000,20,20,1,1,미국,모비딕엔터테인먼트(주),15세이상관람가,액션,마크 다카스코스,"알렉산더 네브스키,캐스퍼 반 디엔"
5350,네덜란드에서 가장 힘 센 사나이,,20000,20000,6,6,1,1,네덜란드,,,드라마,마크 데 크로에,"바스 반 프루에이언,피에터 모셀트,핀 폰신"
5351,마지막 연인,1994-04-09,228000,228000,76,76,1,2,미국,,청소년 관람불가 ,드라마,마크 라이델,"리차드 기어,샤론 스톤,로리타 다비도비치"
5352,11인의 카우보이,1972-10-01,288000,496000,87,191,1,3,미국,,,서부,마크 라이델,"존 웨인,로스코 리 브라운,브루스 던"
5353,황금연못,,2272000,6767000,1136,2923,1,22,미국,,,드라마,마크 라이델,"헨리 폰다,캐서린 헵번,제인 폰다"
5354,썬더 소울,,63000,63000,21,21,1,2,미국,,,다큐멘터리,마크 랜스만,
5355,네 얼간이와 장례식,2018-10-04,5000,5000,1,1,1,1,호주,㈜코리아스크린,15세이상관람가,코미디,마크 램프렐,"데이커 몽고메리,자비에르 사무엘,크리스 마셜"
5356,미라클맨,2014-04-17,900000,900000,150,150,2,6,미국,(주)수키픽쳐스,15세이상관람가,코미디,마크 러팔로,"마크 러팔로,올랜도 블룸,줄리엣 루이스"
5357,슬램,1999-08-21,482000,482000,49,49,1,2,미국,백두대간,12세 관람가 ,드라마,마크 레빈,"사울 윌리엄스,소냐 손,뷰 시아"
5358,리틀 맨하탄,2018-06-27,96947500,96947500,11909,11909,139,1990,미국,(주)영화사 빅,전체관람가,멜로/로맨스,마크 레빈,"조쉬 허처슨,찰리 레이,신시아 닉슨,브래들리 휘트포드"
5359,왕좌의 전쟁: 드래곤 레전드,2020-08-26,1000,1000,1,1,1,1,미국,(유)조이앤시네마,15세이상관람가,판타지,마크 레스터,"알렉산드라 에반스,마크 그리핀"
5360,한 번 더 해피엔딩,2015-04-08,350985851,350985851,45530,45530,231,4712,미국,(주)팝엔터테인먼트,15세이상관람가,멜로/로맨스,마크 로렌스,"휴 그랜트,마리사 토메이,앨리슨 제니,벨라 헤스콧"
5361,그 여자 작사 그 남자 작곡,2007-02-28,73775500,-1756746592,9145,1073095,57,698,미국,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",12세이상관람가,멜로/로맨스,마크 로렌스,"휴 그랜트,드류 베리모어"
5362,네버 렛 미 고,2011-04-07,32845500,32845500,4165,4165,12,414,미국,이십세기폭스코리아(주),15세이상관람가,드라마,마크 로마넥,앤드류 가필드
5363,로스트 코맨드,,44000,44000,22,22,1,1,미국,,,드라마,마크 로브슨,"안소니 퀸,알랭 들롱,조지 시걸"
5364,하더 데이 폴,,122000,1206000,22,382,1,2,미국,,,드라마,마크 로브슨,"험프리 보가트,로드 스테이거,잔 스터링"
5365,폴 뉴먼의 고독한 관계,,772000,2849000,375,1411,1,7,미국,,[국내] 15세 관람가,드라마,마크 로브슨,"폴 뉴먼,조앤 우드워드,마이어나 로이"
5366,챔피언,,1429000,5949000,712,2977,1,21,미국,,,,마크 로브슨,
5367,여섯번째의 행복,,2849000,6397000,1412,3186,1,21,미국,,,,마크 로브슨,
5368,페이톤 플레이스,,1826000,11216000,908,5592,1,31,미국,,,,마크 로브슨,
5369,원한의 도곡리 다리,,2243000,13999000,1117,6625,2,34,미국,,,드라마,마크 로브슨,"윌리엄 홀든,그레이스 켈리,프레드릭 마치"
5370,인디애니페스트2013-[스페셜토크] 퍼펫 애니메이션: 오감 공감,,72000,72000,13,13,1,1,,,,,"마크 로엘스,에마 드 스와프",
5371,정복자 독두꺼비 (3D),,447000,447000,90,90,1,2,호주,,,,마크 루이스,
5372,정사 : 두 여자와의 로맨스,2013-04-19,3489000,3489000,1657,1657,1,8,미국,(주)소나무픽쳐스,청소년관람불가,드라마,마크 만,"키아누 리브스,보자나 노바코빅"
5373,시크릿 가든,2020-08-19,101869660,101869660,12137,12137,267,2809,영국,(주)이수C&E,전체관람가,드라마,마크 먼든,"딕시 에저릭스,콜린 퍼스,줄리 월터스"
5374,서바이벌 워,2015-01-15,1638000,1638000,359,359,6,25,미국,스크린조이,15세이상관람가,액션,마크 밀혼,라일리 스미스
5375,숀더쉽,2015-08-13,0,641128000,0,91856,1,2,영국,BoXoo 엔터테인먼트,[국내] 전체 관람가,애니메이션,"마크 버튼,리처드 스타잭","저스틴 플레쳐,존 스파크스,오미드 다릴리"
5376,셰프를 꿈꾸는 아이들,,40000,40000,5,5,1,1,미국,,,다큐멘터리,"마크 베커,제니퍼 그라우스먼",
5377,샤론1.2.3.,2019-05-17,300000,300000,60,60,1,1,미국,NC미디어,[국내] 15세 관람가,코미디,마크 브라운,"맷 부시,스카일러 사무엘스,나딘 벨라즈퀘즈"
5378,미니 자이언트,2016-01-28,72748500,72748500,11703,11703,137,1480,영국,BoXoo 엔터테인먼트,[국내] 전체 관람가,가족,마크 브라운로우,김서영
5379,뮤지컬 브로드웨이 42번가,2020-07-08,49731000,49731000,2844,2844,48,509,미국,C 무비,전체관람가,뮤지컬,마크 브램블,보니 랭포드
5380,쉘 위 댄스,,379000,379000,71,71,1,3,미국,,[국내] 12세 관람가,멜로/로맨스,마크 샌드리히,"프레드 아스테어,진저 로저스,에드워드 에버렛 홀튼"
5381,탑 햇,,132000,2958000,46,1299,1,2,미국,,,,마크 샌드리히,
5382,침팬지 콤플렉스,,22500,22500,5,5,1,1,네덜란드,,,다큐멘터리,마크 슈미트,
5383,블랙홀,2015-11-26,5000,5000,1,1,1,1,미국,주식회사 루믹스미디어,12세이상관람가,SF,마크 스티븐 그로브,"나탈리 디스틀러,이지 스틸,딘 케인"
5384,아메리칸 잡,2020-09-03,5847720,5847720,2156,2156,36,223,미국,(주)제이앤씨미디어그룹,15세이상관람가,범죄,마크 스티븐 존슨,"트래비스 핌멜,포레스트 휘테커,윌리엄 피츠너,레이첼 테일러"
5385,킬링시즌,2013-09-05,61282000,61282000,9240,9240,102,1192,미국,(주)팝파트너스,청소년관람불가,액션,마크 스티븐 존슨,"로버트 드 니로,존 트라볼타,마일로 벤티밀리아"
5386,고스트 라이더,2007-04-12,777500,-1992020796,107,355223,1,14,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,액션,마크 스티븐 존슨,"니콜라스 케이지,에바 멘데스"
5387,메리다와 마법의 숲,2012-09-27,2181000,437012408,237,1231261,1,5,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,애니메이션,"마크 앤드류스,브렌다 채프먼","켈리 맥도날드,빌리 코놀리,엠마 톰슨,강소라"
5388,디노타샤 어드벤처,2018-03-07,1000,1000,1,1,1,1,미국,,[국내] 전체 관람가,코미디,마크 앳킨스,"가브리엘 베넷,앰버 패티노,존 브리델"
5389,샤크 베이트,2020-07-17,1000,1000,1,1,1,1,미국,(유)조이앤시네마,15세이상관람가,스릴러,마크 앳킨스,브랜단 오렛
5390,드래곤 파이터 P-51,2016-09-01,3000,3000,1,1,1,1,미국,(주)케이알씨지,12세이상관람가,액션,마크 앳킨스,"스콧 마틴,스테파니 버랜"
5391,드래곤 레저렉션,2015-11-26,4000,4000,1,1,1,1,미국,(주)케이알씨지,12세이상관람가,액션,마크 앳킨스,"마크 싱어,브라이언 톰슨"
5392,안드로이드 캅,2015-10-29,4000,4000,1,1,1,1,미국,(주)케이알씨지,12세이상관람가,액션,마크 앳킨스,"마이클 제이 화이트,카딤 하디슨"
5393,우주전쟁 : 화성을 지켜라,2016-04-07,5000,5000,1,1,1,1,미국,스크린조이,15세이상관람가,SF,마크 앳킨스,"안토니오 사바토 주니어,트레이시 로즈"
5394,메가 샤크 어택,2018-11-04,2000,2000,2,2,1,2,미국,(주)케이알씨지,15세이상관람가,액션,마크 앳킨스,존 사베지
5395,언더 워터 샤크,2018-04-02,2000,2000,2,2,2,2,미국,(주)케이알씨지,15세이상관람가,액션,마크 앳킨스,"브랜단 오렛,스테파니 버랜"
5396,잭과 자이언트 킬러 2014,2014-07-01,40000,40000,10,10,1,1,미국,(주)케이알씨지,15세이상관람가,SF,마크 앳킨스,"벤 크로스,제인 마치"
5397,벤허: 레저렉션,2017-11-30,92000,92000,36,36,5,36,미국,(주)케이알씨지,15세이상관람가,액션,마크 앳킨스,에드리언 보쳇
5398,매드맥스: 로드 워,2018-03-15,45000,45000,37,37,5,37,미국,(주)케이알씨지,15세이상관람가,액션,마크 앳킨스,필립 안드레 보텔로
5399,나이트 오브 더 데드,2014-04-17,270000,270000,54,54,1,1,미국,(주)스넵쏘울,청소년관람불가,공포(호러),마크 앳킨스,페스 그린우드
5400,멀린 : 마법전사와 용의 기사단,2014-06-18,270000,270000,54,54,1,1,미국,(주)도키엔터테인먼트,12세이상관람가,판타지,마크 앳킨스,"사이먼 로이드 로버츠,조셉 스테이시,딜랜 존스"
5401,드레곤 레전드,2012-11-15,500000,500000,100,100,1,1,미국,(주) 케이알씨지,[국내] 15세 관람가,액션,마크 앳킨스,"딜랜 존스,세실리 페이,페스 그린우드"
5402,완벽한 사육: 인간 사냥,2015-11-19,1132000,1132000,130,130,1,7,미국,(주)버킷스튜디오,15세이상관람가,액션,마크 앳킨스,"다릴 한나,에드워드 펄롱,비니 존스,제이슨 런던"
5403,에이리언 둠스데이,2013-10-10,11840000,11840000,5240,5240,5,44,미국,(주)케이알씨지,15세이상관람가,SF,마크 앳킨스,"첼시 빈센트,피터 페드레로"
5404,카페,2013-04-11,30000,30000,10,10,1,2,미국,예지림엔터테인먼트,15세이상관람가,드라마,마크 얼바움,"제니퍼 러브 휴잇,제이미 케네디,다니엘 에릭 골드"
5405,인투 더 다크,2015-12-03,5000,5000,1,1,1,1,미국,유니콘미디어(주),15세이상관람가,공포(호러),마크 에드윈 로빈슨,"미샤 바튼,라이언 이골드"
5406,서클 오브 데블,2016-12-22,300000,300000,60,60,1,1,미국,주식회사 루믹스미디어,15세이상관람가,공포(호러),마크 에반스,마리아 시모나 아수
5407,위키드 블러드,2014-07-17,40480000,40480000,5742,5742,20,86,미국,와이드 릴리즈(주),청소년관람불가,액션,마크 영,"아비게일 브레스린,숀 빈,제임스 퓨어포이"
5408,어린왕자,2015-12-23,42707331,42707331,579367,579367,494,12357,프랑스,씨네그루(주)다우기술,전체관람가,애니메이션,마크 오스본,"제프 브리지스,레이첼 맥아담스,매켄지 포이,마리옹 꼬띠아르,제임스 프랭코,베니치오 델 토로,알버트 브룩스,리키 제바이스,폴 지아마티,버드 코트,릴리 오스본"
5409,쿵푸 팬더,2008-06-05,1224000,-66621072,247,4654266,10,27,미국,CJ ENM,전체관람가,애니메이션,"마크 오스본,존 스티븐슨","더스틴 호프만,루시 루,잭 블랙,안젤리나 졸리,성룡,김기현"
5410,뱀파이어 아카데미,2015-04-09,43600500,43600500,7649,7649,50,134,미국,(주)누리픽쳐스,15세이상관람가,액션,마크 워터스,"조이 더치,루시 프라이,다닐라 코즈로브스키"
5411,파퍼씨네 펭귄들,2011-09-07,-1540757592,-1540757592,980387,980387,333,26307,미국,이십세기폭스코리아(주),전체관람가,코미디,마크 워터스,"안젤라 랜스베리,짐 캐리,칼라 구기노,맥스웰 페리 코튼"
5412,리빙보이 인 뉴욕,2017-11-09,13899500,262519300,2323,32702,34,340,미국,주식회사 더쿱,15세이상관람가,멜로/로맨스,마크 웹,"칼럼 터너,제프 브리지스,케이트 베킨세일,키어시 클레몬스,피어스 브로스넌,신시아 닉슨"
5413,어메이징 메리,2017-10-04,279960500,279960500,34777,34777,61,1711,미국,이십세기폭스코리아(주),12세이상관람가,드라마,마크 웹,"크리스 에반스,맥케나 그레이스,린제이 던컨,제니 슬레이트,옥타비아 스펜서"
5414,500일의 썸머,2010-01-21,16568500,-1988999396,2942,291459,75,684,미국,"(주)스튜디오디에이치엘,(주)팝엔터테인먼트,이십세기폭스코리아(주)",15세이상관람가,드라마,마크 웹,"조셉 고든 레빗,주이 데샤넬,제프리 아렌드,클로이 모레츠"
5415,어메이징 스파이더맨 2,2014-04-23,509363432,509363432,4168353,4168353,1312,91715,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),12세이상관람가,액션,마크 웹,"앤드류 가필드,엠마 스톤,제이미 폭스,데인 드한"
5416,어메이징 스파이더맨,2012-06-28,1705000,-1784016725,150,4853273,1,11,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,액션,마크 웹,"앤드류 가필드,엠마 스톤,마틴 쉰,샐리 필드"
5417,타임 투게더,2017-11-16,61168900,61168900,8807,8807,134,1157,캐나다,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온,(주)레인메이커필름",12세이상관람가,드라마,마크 윌리엄스,"제라드 버틀러,알리슨 브리,윌렘 데포"
5418,스콘드: 잔혹 불륜사,2013-11-14,2545000,2545000,318,318,4,16,미국,미디어브로스(주),청소년관람불가,스릴러,마크 존스,"빌리 제인,애너린 맥코드"
5419,고스트 소스 제로,2019-02-12,2000,2000,1,1,1,1,미국,(주)시네마리퍼블릭,[국내] 청소년 관람불가,SF,마크 청,
5420,외계인 지구침공,2020-05-07,6000,6000,1,1,1,1,스페인,(주)도키엔터테인먼트,[국내] 청소년 관람불가,SF,마크 카레트,"안드레아 과스크,조 만존,릴리아나 카발"
5421,아스모덱시아,2016-09-22,8000,8000,1,1,1,1,스페인,(주)티에스앤컴퍼니,15세이상관람가,공포(호러),마크 카레트,아이린 몬탈라
5422,바이러스: 인류 최후의 날,2020-07-03,5000,5000,1,1,1,1,미국,,,,마크 캔튜,
5423,원스 어폰 어 타임 인 베니스,2018-09-06,70244700,70244700,8592,8592,206,1835,미국,"(주)브리즈픽처스,(주)영화사오원",15세이상관람가,코미디,"마크 컬렌,롭 컬렌","브루스 윌리스,제이슨 모모아,존 굿맨,제시카 고메즈,팜케 얀센"
5424,치어리더 캠프,2013-07-04,3220000,3220000,1540,1540,2,20,미국,(주)스넵쏘울,청소년관람불가,코미디,마크 쿠오드,"세스 카셀,제이 길스피"
5425,터널: 다크니스 디센딩,2016-02-18,5000,5000,1,1,1,1,미국,라인트리엔터테인먼트,청소년관람불가,스릴러,마크 클리바노프,"대니 트레조,프랭크 크루거,킹가 필립스"
5426,헤이츠,2012-12-06,98671000,98671000,14334,14334,75,1325,미국,(주)나이너스엔터테인먼트,15세이상관람가,스릴러,마크 톤데라이,"제니퍼 로렌스,엘리자베스 슈,맥스 티에리옷"
5427,내가 죽기 전에 가장 듣고 싶은 말,2017-07-19,2475000,335217600,275,45622,1,1,미국,"(주)메인타이틀픽쳐스,주식회사 키위컴퍼니",12세이상관람가,코미디,마크 펠링톤,"셜리 맥클레인,아만다 사이프리드,앤 헤이시"
5428,머신건 프리처 감독판,2013-01-09,525000,525000,35,35,1,3,미국,(유)조이앤컨텐츠그룹,15세이상관람가,액션,마크 포스터,"제라드 버틀러,미셸 모나한"
5429,머신건 프리처,2012-05-24,197366500,197366500,26640,26640,141,2152,미국,(주)팝파트너스,15세이상관람가,액션,마크 포스터,"제라드 버틀러,미셸 모나한,마이클 섀넌,매들린 캐롤"
5430,곰돌이 푸 다시 만나 행복해,2018-10-03,-201597436,-201597436,492201,492201,536,21601,미국,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,어드벤처,마크 포스터,"이완 맥그리거,헤일리 앳웰,마크 게티스,짐 커밍스,크리스 오다우드,소피 오코네도"
5431,007 퀀텀 오브 솔러스,2008-11-05,15000,1504420112,1,2205160,1,1,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,액션,마크 포스터,"다니엘 크레이그,올가 큐리렌코,매티유 아맬릭"
5432,월드 워 Z,2013-06-20,34438000,-64911664,6811,5244336,125,2008,미국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,드라마,마크 포스터,"브래드 피트,미레유 에노스,매튜 폭스"
5433,터미너스: 인류 멸망의 시작,2016-07-06,8000,8000,1,1,1,1,미국,(주)도키엔터테인먼트,15세이상관람가,액션,마크 퓌르미,"제이 코트래,브렌 포스터"
5434,첫 눈에 반한 사랑,,0,92521,0,131,1,1,스페인,,,코미디,마크 플레인,"프란체스카 비네파,샤인 자자"
5435,스시로드,,173750,173750,73,73,1,2,미국,,,다큐멘터리,마크 홀,
5436,데빌 데쓰,2016-11-09,150000,150000,30,30,1,1,미국,(주)다날엔터테인먼트,청소년관람불가,공포(호러),마크-안드레 샘손,"월터 페냐,스콧 안소니 리트"
5437,쇼와잔협전: 죽어주셔야 되겠습니다,,210000,210000,41,41,1,2,일본,,[국내] 15세 관람가,액션,마키노 마사히로,"다카쿠라 켄,이케베 료,후지 스미코"
5438,사장에게 유혹당하는 여배우 지망생,2019-08-23,6000,6000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,마키무라 츄타,혼다 미사키
5439,사장에게 유혹당하는 여배우지망생 무삭제판,2020-08-13,6000,6000,1,1,1,1,일본,,,,마키무라 츄타,
5440,지저귀는 새는 날지 않는다,2020-07-16,77445000,77445000,8639,8639,81,1038,일본,(주)팝엔터테인먼트,청소년관람불가,애니메이션,마키타 카오리,"신가키 타루스케,하타노 와타루"
5441,하루,2013-11-28,12569500,12569500,2221,2221,11,67,일본,(주)미디어데이,[국내] 12세 관람가,애니메이션,마키하라 료타로,"호소야 요시마사,히카사 요코"
5442,죽은 자의 제국,2016-02-25,222000,19675500,23,2604,1,1,일본,(주)프레인글로벌,[국내] 15세 관람가,애니메이션,마키하라 료타로,"호소야 요시마사,무라세 아유무,쿠스노키 타이텐"
5443,은퇴 계획,,16700,16700,35,35,1,3,이스라엘,,,애니메이션,마탄 야니브,
5444,손님들,,312000,312000,59,59,1,2,이탈리아,,,코미디,마테오 가로네,"줄리안 소타,르라자르 소타,코라도 사시"
5445,이민자들의 땅,,396000,396000,74,74,1,2,이탈리아,,,드라마,마테오 가로네,"파스칼,바바라,티나"
5446,로마의 여름,,462000,462000,86,86,1,2,이탈리아,,,코미디,마테오 가로네,"살바토레 산소네,로셀라 오르,모니카 나포"
5447,박제사,,358000,1712000,69,312,1,2,이탈리아,,,드라마,마테오 가로네,"에르네스토 마히스,발레리오 포그리아 만질로,엘리자베타 로체티"
5448,첫사랑,,628000,2116000,123,388,1,2,이탈리아,,,드라마,마테오 가로네,"비탈리아노 트레비산,미켈라 세스콘"
5449,고모라,2011-04-28,868000,3000500,165,523,1,4,이탈리아,,,범죄,마테오 가로네,"살바토레 아브루제제,시모네 사체티노,살바토레 루오코"
5450,리얼리티: 꿈의 미로,2014-04-03,6132000,6132000,823,823,7,113,이탈리아,㈜영화사 백두대간,15세이상관람가,드라마,마테오 가로네,"아니엘로 아레나,로레다나 시미올리,클라우디아 제리니"
5451,테일 오브 테일즈,2016-11-24,262000,237654700,37,30328,1,1,이탈리아,오드,청소년관람불가,판타지,마테오 가로네,"셀마 헤이엑,뱅상 카셀,스테이시 마틴,토비 존스,존 C. 라일리"
5452,이탈리안 레이스,2018-09-13,523800,523800,90,90,5,24,이탈리아,(주)노바이앤티,15세이상관람가,드라마,마테오 로베르,"스테파노 아코르시,마틸다 데 안젤리스"
5453,41분부터,,21450,21450,30,30,1,3,이탈리아,,,드라마,마테오 펠레그리니,토토 바르바토
5454,여선생 소시지 파티,2019-08-20,6000,6000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,마토노미야 켄고,사쿠라이 아야
5455,하늘의 노래,,53000,53000,11,11,1,3,에스토니아,,,애니메이션,마티 꾸뜨,
5456,파리의 인어,2020-07-23,232298500,232298500,27623,27623,204,3774,프랑스,(주)빅웨이브시네마,[국내] 12세 관람가,판타지,마티아스 마르지유,"마릴린 리마,니콜라스 뒤보셸,로시 드 팔마"
5457,별나라 몰리 몬스터,2018-11-29,17796300,17796300,2395,2395,63,268,독일,,,,"마티아스 브런,테드 시저",
5458,이라크 전쟁의 전말,,95000,95000,26,26,1,3,독일,,,다큐멘터리,마티아스 비트너,
5459,히틀러 좀비 군단 : 벙커 오브 더 데드,2016-09-21,8000,8000,1,1,1,1,독일,,[국내] 청소년 관람불가,액션,마티아스 올로프,
5460,로잘린,,393000,393000,62,62,1,2,한국,,,한국,마티아스 피녜이로,마리아 빌라
5461,그들은 모두 거짓말하고 있다,,118000,534000,21,86,1,3,아르헨티나,,,드라마,마티아스 피녜이로,"로미나 폴라,마리아 빌라,필라 감보아"
5462,도둑맞은남자,,147000,705000,26,113,1,3,아르헨티나,,,아르헨티나,마티아스 피녜이로,마리아 빌라
5463,비올라,,156500,867500,33,141,1,3,아르헨티나,,,드라마,마티아스 피녜이로,"마리아 빌라,엘리사 카리카조,에스테반 비글리아르디"
5464,얼룩진 하늘 - 보이지 않는 위협,,45000,45000,9,9,1,2,스위스,,,다큐멘터리,마티아스 한케,
5465,스티븐 시걸의 테이큰 파이널,2019-07-10,6000,6000,1,1,1,1,홍콩,(주)도키엔터테인먼트,15세이상관람가,액션,마티외 웨슐러,스티븐 시걸
5466,다른 집,,30000,30000,5,5,1,2,미국,,,,마티유 로이,
5467,인류문명 오디세이,,393853,393853,130,130,1,3,캐나다,,,,"마티유 로이,해롤드 크룩스",
5468,마지막 세일,,27807,27807,39,39,1,3,프랑스,,,코미디,"마티유 루마니,니콜라스 슬롬카",스테판 탬킨
5469,블루 룸,2015-08-13,14628400,14628400,1890,1890,13,166,프랑스,주식회사 쇼미미디어앤트레이딩,청소년관람불가,드라마,마티유 아말릭,"마티유 아말릭,레아 드루케,스테파니 클레오"
5470,온 투어,2012-04-05,0,14930500,0,1980,1,1,프랑스,주식회사 마운틴픽쳐스,청소년관람불가,드라마,마티유 아말릭,"마티유 아말릭,미란다 콜클라슈어,줄리 페리어"
5471,리벨리온,,241000,241000,39,39,1,2,프랑스,씨네21i(주)다우기술,[국내] 15세 관람가,액션,마티유 카소비츠,"마티유 카소비츠,실비 테스튀,필립 토레톤"
5472,증오,1997-11-08,594000,3011000,66,422,1,1,프랑스,,,,마티유 카소비츠,
5473,09월 11일,2018-01-31,490000,490000,46,46,5,22,미국,(주)스마일이엔티,15세이상관람가,액션,마틴 귀귀,"찰리 쉰,우피 골드버그,지나 거손"
5474,킬러 더 머니,2017-12-07,82000,82000,34,34,5,34,스페인,(주)케이알씨지,15세이상관람가,범죄,마틴 로제트,"켈란 루츠,제시 윌리엄스"
5475,"트윅슨, 결혼하다",,125500,125500,40,40,1,3,노르웨이,,,,마틴 룬드,
5476,옴브레,,168000,168000,37,37,1,3,미국,,,서부,마틴 리트,"폴 뉴먼,프레드릭 마치,리처드 분"
5477,허드,,262000,262000,55,55,1,3,미국,,,드라마,마틴 리트,"폴 뉴먼,멜빈 더글라스,패트리샤 닐"
5478,몸부림치는 젊은이들,,1355000,1355000,675,675,1,10,미국,,,,마틴 리트,
5479,검은 난초,,582000,5358000,291,2231,1,11,미국,,,드라마,마틴 리트,"소피아 로렌,안소니 퀸,피터 마크 리치먼"
5480,길고 긴 여름날,,633000,5646000,314,2798,1,13,미국,,,드라마,마틴 리트,"폴 뉴먼,조앤 우드워드,안소니 프란시오사"
5481,세븐 싸이코패스,2014-09-18,563000,23180841,79,3264,1,3,영국,(주)미디어로그,청소년관람불가,코미디,마틴 맥도나,"콜린 파렐,샘 록웰,우디 해럴슨,애비 코니시"
5482,킬러들의 도시,2009-03-05,614000,378294000,120,54999,1,3,영국,(주)시너지하우스 (시너지),청소년관람불가,범죄,마틴 맥도나,"랄프 파인즈,콜린 파렐,브렌단 글리슨"
5483,쓰리 빌보드,2018-03-15,800125700,800125700,97480,97480,110,4013,미국,이십세기폭스코리아(주),15세이상관람가,코미디,마틴 맥도나,"프란시스 맥도먼드,우디 해럴슨,샘 록웰,존 혹스,피터 딘클리지"
5484,여인의 향기,1993-03-20,1070000,1070000,199,199,1,3,미국,(주)에스와이코마드,고등학생이상관람가,드라마,마틴 브레스트,"크리스 오도넬,알 파치노"
