,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우,감독값
11420,섹시 레이디: 나랑 한판 할래?,2016-07-11,5000,5000,1,1,1,1,일본,(주)버킷스튜디오,청소년관람불가,에로,0,"['토모다아야카', '타키가와켄']",0
11421,앳 홈,1900-01-01,24000,24000,4,4,1,2,기타,0,등급없음,드라마,0,"['니코스지오가키스', '이에로니모스칼렛사노스', '알렉산드로스로고테티스']",0
11422,헐리우드 차이니즈,1900-01-01,69000,69000,14,14,1,2,미국,0,등급없음,다큐멘터리,0,"['조안첸', '차이친']",0
11423,나란히,1900-01-01,30000,30000,5,5,1,2,영국,0,등급없음,드라마,0,"['벨파울리', '알피필드', '다이아나퀵']",0
11424,오페라의 유령,1900-01-01,2307000,2307000,1141,1141,1,20,미국,0,전체관람가,드라마,0,"['넬슨에디', '수잔나포스터', '클로드레인스']",0
11425,밈 전쟁: 개구리 페페 구하기,1900-01-01,105000,105000,15,15,1,2,미국,주식회사왓챠,12세이상관람가,다큐멘터리,0,['0'],0
11426,작은거인,1971-09-30,250000,250000,53,53,1,4,미국,0,15세이상관람가,코미디,아서펜,"['더스틴호프만', '페이더너웨이', '치프댄조지']",0
11427,우리에게 내일은 없다,1900-01-01,518000,518000,99,99,1,4,미국,0,청소년관람불가,범죄,아서펜,"['워렌비티', '페이더너웨이', '마이클J.폴라드']",0
11428,미라클 워커,1900-01-01,78000,3668000,39,1834,1,1,기타,0,등급없음,장르없음,아서펜,"['앤밴크로프트', '빅터조리']",0
11429,왼손잡이 권총,1900-01-01,2404000,4155000,1196,2086,1,35,미국,0,등급없음,장르없음,아서펜,['0'],0
11430,홈 타운 스토리,1900-01-01,585000,585000,290,290,1,14,미국,0,등급없음,드라마,0,"['제프리린', '도널드크리스프', '마저리레이놀즈']",0
11431,러브 스토리,1971-12-15,102000,1604000,34,350,1,1,미국,0,등급없음,장르없음,0,['0'],0
11432,춤추는 마이코,1900-01-01,90000,90000,18,18,1,1,기타,0,등급없음,장르없음,0,['0'],0
11433,착신아리 파이널,2006-06-22,1614661900,1614661900,261133,261133,142,9266,일본,CJENM,15세이상관람가,공포,0,"['호리키타마키', '구로키메이사', '장근석']",0
11434,보복의 길,2017-05-24,5000,5000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,액션,0,['하라다류지'],0
11435,그녀들을 울게 하세요,1900-01-01,910000,910000,182,182,1,1,기타,0,등급없음,드라마,0,['0'],0
11436,해적: 말라카해안의 위협,2013-02-28,150000,150000,10,10,1,1,기타,(주)노이에스,청소년관람불가,액션,0,"['베르디바완타', '로빈쇼우']",0
11437,세일즈맨,2017-05-11,800000,85574800,160,11363,1,5,기타,찬란,15세이상관람가,드라마,아쉬가르파라디,"['샤하브호세이니', '타라네앨리두스티']",0
11438,씨민과 나데르의 별거,2011-10-13,840000,91697400,168,12329,1,5,기타,(주)영화사진진,12세이상관람가,드라마,아쉬가르파라디,['레일라하타미'],0
11439,아무도 머물지 않았다,2013-12-26,875000,118978500,175,15928,1,5,프랑스,(주)씨에이씨엔터테인먼트,15세이상관람가,드라마,아쉬가르파라디,"['베레니스베조', '타하르라힘', '알리모사파']",12329
11440,누구나 아는 비밀,2019-08-01,237555620,237555620,30940,30940,52,1252,스페인,오드,15세이상관람가,드라마,아쉬가르파라디,"['페넬로페크루즈', '하비에르바르뎀', '리카도다린']",11363
11441,조다 악바르,1900-01-01,752000,752000,188,188,1,2,기타,0,등급없음,액션,0,"['리틱로샨', '아이쉬와라라이', '커브허스한카반다']",0
11442,다큐 패밀리 : 단편묶음 2,1900-01-01,40000,40000,10,10,1,1,기타,0,등급없음,장르없음,0,['0'],0
11443,브라더스,1900-01-01,12000,177000,2,35,1,1,기타,0,등급없음,다큐멘터리,0,['0'],0
11444,북두의 권,1900-01-01,30000,30000,3,3,1,1,일본,0,15세이상관람가,애니메이션,0,"['카미야아키라', '야마모토유리코', '우츠미켄지']",0
11445,스칼렛 디바,1900-01-01,607000,607000,101,101,1,1,이탈리아,(주)아바엔터테인먼트,청소년관람불가,드라마,아시아아르젠토,"['아시아아르젠토', '장쉐퍼드']",0
11446,아리아,2015-04-23,34517579,34517579,4392,4392,27,375,이탈리아,(주)엣나인필름,15세이상관람가,드라마,아시아아르젠토,"['샤를로뜨갱스부르', '지울리아살레르노', '가브리엘가코']",0
11447,설녀,2013-02-21,460000,460000,92,92,1,1,일본,(주)수키픽쳐스,청소년관람불가,에로,0,"['나가사와츠구미', '오카베나오']",0
11448,아스트로: 우주전쟁,2019-01-11,5000,5000,1,1,1,1,미국,(주)소나무픽쳐스,15세이상관람가,액션,0,"['게리다니엘스', '루이스맨다일러']",0
11449,세나: F1의 신화,2011-10-20,16570500,16570500,2123,2123,24,410,미국,유니버설픽쳐스인터내셔널코리아(유),전체관람가,다큐멘터리,아시프카파디아,['아일톤세나'],0
11450,디에고,2019-12-12,43304500,43304500,9807,9807,31,446,영국,워터홀컴퍼니(주),12세이상관람가,다큐멘터리,아시프카파디아,['디에고아만도마라도나'],0
11451,에이미,2015-11-05,4281700,100684900,540,12210,15,130,영국,(주)팝엔터테인먼트,청소년관람불가,다큐멘터리,아시프카파디아,"['에이미와인하우스', '마크론슨', '피트도허티']",0
11452,유부녀:남편은 출장중,2019-06-03,6000,6000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,0,['0'],0
11453,일어나 시드,1900-01-01,752000,752000,188,188,1,2,기타,0,등급없음,장르없음,0,['0'],0
11454,해방의 노래,1900-01-01,132000,132000,22,22,1,2,독일,0,등급없음,다큐멘터리,0,['0'],0
11455,"잔인한 나의, 홈",1900-01-01,840000,2702000,105,525,1,1,한국,0,12세이상관람가,다큐멘터리,0,['0'],0
11456,AA,1900-01-01,185000,185000,20,20,1,2,일본,0,15세이상관람가,다큐멘터리,아오야마신지,['0'],0
11457,유레카,1900-01-01,1885000,1885000,276,276,1,3,일본,0,등급없음,장르없음,아오야마신지,"['야쿠쇼코지', '미야자키아오이', '미야자키마사루']",0
11458,새드 베케이션,2008-03-13,1215000,29337000,176,4263,1,2,일본,(주)스폰지이엔티,15세이상관람가,드라마,아오야마신지,"['아사노타다노부', '이시다에리', '오다기리조']",0
11459,발정난 여형사의 위험한 수사,2016-12-01,150000,150000,30,30,1,1,일본,(주)다날엔터테인먼트,청소년관람불가,멜로로맨스,0,"['토모다아야카', '쿠리바야시리리']",0
11460,반숙소녀,2017-07-06,60000,60000,10,10,1,1,기타,(유)영화사화수분,12세이상관람가,멜로로맨스,0,"['황찬찬', '오견']",0
11461,부송,1900-01-01,145000,145000,29,29,1,2,기타,0,등급없음,드라마,아우라에우스솔리토,"['알레산드라드로지', '클리포드배너게일', '덱스알레한드로']",0
11462,사랑스러운 맥시모 올리베로스,1900-01-01,150000,150000,29,29,1,2,기타,0,등급없음,코미디,아우라에우스솔리토,['나단로페즈'],0
11463,라이카,1900-01-01,1266000,1266000,211,211,1,2,기타,0,등급없음,애니메이션,0,"['페트르크트브르트니섹', '카렐지마', '미로즐라브타버스키']",0
11464,어슐러 르 귄의 환상특급,1900-01-01,1493000,1493000,213,213,1,2,미국,0,등급없음,다큐멘터리,0,['어슐러르귄'],0
11465,피의 삐에로,1900-01-01,2000,2000,1,1,1,1,기타,(주)컴퍼니엘,15세이상관람가,미스터리,0,"['다니엘토판', '크리스토퍼넬완', '오렐리모에레만']",0
11466,살아 있는 자,1900-01-01,45000,45000,9,9,1,2,독일,0,등급없음,다큐멘터리,0,['0'],0
11467,강제로 속옷 파는 회사 여직원들,2019-08-09,6000,6000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,0,['미즈노아사히'],0
11468,이중 결혼,1900-01-01,261000,261000,54,54,1,3,미국,0,등급없음,장르없음,아이다루피노,['0'],0
11469,두려움 없이,1900-01-01,134000,425000,31,77,1,3,미국,0,등급없음,드라마,아이다루피노,"['샐리포레스트', '키프브라셀', '휴오브라이언']",0
11470,"거칠게, 빠르게, 아름답게",1900-01-01,212000,460000,44,83,1,3,미국,0,등급없음,드라마,아이다루피노,"['클레어트레버', '샐리포레스트', '로버트클락']",0
11471,천사들의 장난,1900-01-01,222000,545000,45,100,1,3,미국,0,등급없음,코미디,아이다루피노,"['로사린드러셀', '헤일리밀즈', '비니반즈']",0
11472,히치 하이커,1900-01-01,90000,931000,19,149,1,3,미국,0,등급없음,범죄,아이다루피노,['0'],0
11473,낫 원티드,1900-01-01,210000,210000,50,50,1,6,미국,0,등급없음,드라마,아이다루피노,"['샐리포레스트', '키프브라셀', '리오펜']",0
11474,러브 이즈 스트레인지,1900-01-01,339000,339000,43,43,1,2,미국,0,전체관람가,드라마,아이라잭스,"['마리사토메이', '알프리드몰리나', '존리스고']",0
11475,라잇 온 미,2012-11-01,766000,26395600,97,3387,1,2,미국,(주)영화사진진,청소년관람불가,멜로로맨스,아이라잭스,"['투레린드하르트', '재커리부스']",0
11476,히어 앤 나우,1900-01-01,146000,146000,73,73,1,2,미국,0,등급없음,다큐멘터리,0,['샐리테일러'],0
11477,내 여자가 된 선생님 2,2020-09-15,6000,6000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,0,['스즈키미카'],0
11478,파칭코 엔젤: 복수의 정사,2016-12-14,6000,6000,1,1,1,1,일본,(주)모멘텀엔터테인먼트,청소년관람불가,에로,아이바토모아키,['하츠미사키'],1
11479,파칭코 엔젤: 은밀한 밀회,2016-10-21,6000,6000,1,1,1,1,일본,(주)모멘텀엔터테인먼트,청소년관람불가,에로,아이바토모아키,"['호시미리카', '타나카야스후미']",0
11480,건달 여의사,2013-04-17,150000,150000,10,10,1,1,일본,(유)조이앤컨텐츠그룹,청소년관람불가,에로,아이바토모아키,['오쟈와아리스'],0
11481,파친코의 여왕,2013-05-29,150000,150000,10,10,1,1,일본,(유)조이앤컨텐츠그룹,청소년관람불가,에로,아이바토모아키,['요시오카무츠오'],10
11482,유부녀를 다루는 옆집 남자,2019-11-06,6000,6000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,0,['린네토우카'],0
11483,클로즈 레인지,2015-11-19,5000,5000,1,1,1,1,미국,(주)블루브릭,청소년관람불가,액션,아이삭플로렌틴,"['스콧앳킨스', '닉친런드', '토니페레즈']",1077
11484,닌자2: 섀도우 어쌔신,2014-10-16,4823000,4823000,1077,1077,20,37,미국,스크린조이,청소년관람불가,액션,아이삭플로렌틴,"['스콧앳킨스', '케인코스기', '비데야판스링감']",0
11485,마지막 출항,1900-01-01,51000,51000,51,51,1,2,기타,0,등급없음,장르없음,0,['0'],0
11486,아트 오브 랩,1900-01-01,755500,755500,60,60,1,1,미국,0,등급없음,장르없음,0,['0'],0
11487,우리가 이별 뒤에 알게 되는 것들,2020-09-30,18579740,18579740,2257,2257,37,445,캐나다,아이엠,12세이상관람가,드라마,0,"['헤더그레이엄', '조디발포어', '소피넬리스']",0
11488,더 샌드,2016-04-28,270000,270000,54,54,1,1,미국,(주)나우콘텐츠,15세이상관람가,공포,0,"['밋첼머소', '제이미케네디']",0
11489,인시던트,2016-05-30,1104000,1104000,130,130,1,7,기타,(주)버킷스튜디오,15세이상관람가,SF,0,"['라울멘데즈', '움베르토부스토', '네일레아노빈드']",0
11490,시간을 훔치는 시계,1900-01-01,20293,20293,91,91,1,2,캐나다,0,등급없음,애니메이션,0,['0'],0
11491,섹스 에드,2016-11-14,5000,5000,1,1,1,1,미국,(주)퍼스트런,청소년관람불가,코미디,0,"['할리조엘오스먼트', '로라해링', '글렌포웰']",0
11492,불륜 그리고 맛있는 섹스 2,2010-10-21,6000,6000,3,3,1,1,일본,(주)씨앤피미디어,청소년관람불가,에로,아이조메쿄코,['카나에미즈하라'],0
11493,감각의제국 파이널,2012-09-20,30000,30000,10,10,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,아이조메쿄코,['아사미유마'],6
11494,온천장의 은밀한 정사,2013-10-16,30000,30000,10,10,1,1,일본,(주)액티버스엔터테인먼트,청소년관람불가,드라마,아이조메쿄코,"['아사미유마', '카와세요우타']",7
11495,백일몽,2011-09-22,30000,30000,10,10,1,1,일본,0,청소년관람불가,드라마,아이조메쿄코,"['사이조마사키', '후쿠나가치나', '이이지마다이스케']",3
11496,아틀라스,1900-01-01,26663,26663,125,125,1,2,독일,0,등급없음,애니메이션,0,['0'],0
11497,좀비의 습격-잃어버린 도시,2016-11-25,4000,4000,1,1,1,1,기타,0,등급없음,장르없음,0,['0'],0
11498,전쟁의 신,2015-09-20,9000,9000,1,1,1,1,기타,(주)소나무픽쳐스,15세이상관람가,전쟁,0,"['파티흐우스타', '바하디르사리']",0
11499,미드나잇 맨,2018-08-12,1000,1000,1,1,1,1,미국,0,15세이상관람가,코미디,0,"['켄포리', '웬디웰던', '토니D.체코']",0
11500,알바루 시자와 담배 한 대를,1900-01-01,1134000,1134000,189,189,1,3,독일,0,등급없음,다큐멘터리,0,['0'],0
11501,달콤한 전쟁,1900-01-01,17500,17500,4,4,1,2,기타,0,등급없음,다큐멘터리,0,['0'],0
11502,비.에이.패스: 불륜의 늪,2014-04-10,771000,771000,155,155,5,34,기타,주식회사마운틴픽쳐스,청소년관람불가,드라마,0,"['샤다브카말', '실파슈클라']",0
11503,유부녀 가정부의 정사,2015-10-14,5000,5000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,0,"['아사오카사키', '아사이마이카']",0
11504,레전드 워리어,2018-03-28,1000,1000,1,1,1,1,미국,(유)조이앤컨텐츠그룹,15세이상관람가,스릴러,0,['레이파크'],0
11505,동키 킹,2019-08-28,62925760,62925760,8322,8322,185,860,기타,(주)팝엔터테인먼트,전체관람가,애니메이션,0,"['최원형', '김희진', '변종필']",0
11506,마르코 폴로의 모험,1900-01-01,95000,1433000,42,711,1,2,기타,0,등급없음,장르없음,아치마요,['0'],0
11507,문타이드,1900-01-01,273000,273000,44,44,1,3,미국,0,15세이상관람가,드라마,아치마요,"['장가뱅', '이다루피노']",0
11508,맛있는 처형,2018-08-23,2000,2000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,아카바키쿠지로,['0'],0
11509,몸으로 접대한 아내,2018-09-06,2000,2000,1,1,1,1,일본,0,청소년관람불가,장르없음,아카바키쿠지로,['0'],1
11510,아내의 언니,2018-11-30,2000,2000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,아카바키쿠지로,['사사하라유리'],1
11511,남편보다 근육질 남자,2017-12-07,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,0,['카와카미유우'],0
11512,나의 두번째 새엄마,2019-09-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,아카바네료이치,['0'],0
11513,멈추지 않는 하반신,2019-09-06,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,아카바네료이치,['시노다아유미'],0
11514,쏠릴땐 옆집 벨을 누른다,2020-10-17,1000,1000,1,1,1,1,일본,주식회사미콘,청소년관람불가,드라마,아카바네류지,['사와무라레이코'],1
11515,흥건한 유부녀 삼류극장에서의 은밀한 취미,2020-10-17,1000,1000,1,1,1,1,일본,주식회사미콘,청소년관람불가,드라마,아카바네류지,"['하타노유이', '미즈키나오']",1
11516,실화 섹스전화상담,2018-10-02,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,아카바네류지,['0'],2
11517,아내의 몸은 남편의 것,2018-11-09,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,아카바네류지,['0'],1
11518,아내의 하반신 - 가죽소파,2018-03-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,아카바네류지,['0'],3
11519,외도에 미친 유부녀들,2018-11-09,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,아카바네류지,['0'],1
11520,거유 며느리의 친정나들이,2020-08-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,아카바네류지,['0'],1
11521,남자 맛보기:영계가 좋아,2020-12-07,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,아카바네류지,['0'],1
11522,발정기:이복누나,2020-09-22,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,아카바네류지,['0'],1
11523,밝히는 유부녀:또 하고싶어,2020-07-03,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,아카바네류지,['0'],1
