영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,감독값,배급사값,배우합,배우평균
상사의 딸들과 한집에서,2019-08-02,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,0,0,0,0,0
H컵 이상 거유 여배우,2017-06-01,6000,6000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,다케다히데오,1,0,0,0
극강 아로마 오일선생,2017-07-01,6000,6000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,다케다히데오,1,0,0,0
동창생의 음란 마사지,2017-06-02,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,다케다히데오,1,0,0,0
인도식 오일 마사지,2017-06-01,6000,6000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,다케다히데오,1,0,0,0
청바지 유부녀의 유혹,2017-06-22,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,다케다히데오,1,0,0,0
간호사와 음란 마사지,2017-02-01,8000,8000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,다케다히데오,0,0,0,0
강아지 산책중인 유부녀,2017-05-11,8000,8000,1,1,1,1,일본,0,청소년관람불가,장르없음,다케다히데오,1,0,0,0
그녀들과 레슬링,2017-04-13,8000,8000,1,1,1,1,일본,0,청소년관람불가,장르없음,다케다히데오,1,0,0,0
나쁜남자 마사지사,2017-02-01,8000,8000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,다케다히데오,0,0,0,0
누나들의 진한 유혹,2017-05-01,8000,8000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,다케다히데오,1,0,0,0
도쿄 황제마사지,2017-04-06,8000,8000,1,1,1,1,일본,0,청소년관람불가,장르없음,다케다히데오,1,0,0,0
미인 간호사의 성감대,2017-05-04,8000,8000,1,1,1,1,일본,0,청소년관람불가,장르없음,다케다히데오,1,0,0,0
불량소녀와 모텔도전,2017-02-01,8000,8000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,다케다히데오,0,0,0,0
셀카 부부생활,2017-05-01,8000,8000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,다케다히데오,1,0,0,0
스튜어디스 성감마사지,2017-04-06,8000,8000,1,1,1,1,일본,0,청소년관람불가,장르없음,다케다히데오,1,0,0,0
친구 여동생과의 정사,2017-03-23,8000,8000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,다케다히데오,1,0,0,0
해주는 미인 간호사,2017-05-04,8000,8000,1,1,1,1,일본,0,등급없음,장르없음,다케다히데오,1,0,0,0
출장마사지사 꼬시기,2017-09-21,18000,18000,3,3,1,1,일본,0,청소년관람불가,에로,다케다히데오,1,0,0,0
아가씨 지명 도촬게임,2017-10-19,30000,30000,5,5,1,1,일본,0,청소년관람불가,에로,다케다히데오,1,0,0,0
갑질섹스-색기,2016-06-01,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,멜로로맨스,다케호라데츠야,250,40,66,33
불륜섹스,2014-11-27,400000,400000,200,200,1,1,일본,(주)영화사폴,청소년관람불가,드라마,다케호라데츠야,301,1014,10,10
여자감옥,2013-07-10,1833000,1833000,301,301,3,26,일본,(주)수키픽쳐스,청소년관람불가,장르없음,다케호라데츠야,0,510,0,0
히어 앤 데어,2011-12-15,17857000,17857000,2553,2553,9,256,미국,㈜인디스토리,15세이상관람가,멜로로맨스,0,0,3164,0,0
구멍사이 몰래보기,2020-01-03,1000,1000,1,1,1,1,일본,0,청소년관람불가,에로,다테류지,1,0,0,0
노리개가 된 젊은 사모님,2020-12-01,1000,1000,1,1,1,1,일본,0,청소년관람불가,에로,다테류지,1,0,0,0
달콤한 젊은 미망인,2017-06-02,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,다테류지,0,0,0,0
훔쳐보는 구멍,2017-06-08,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,다테류지,1,0,0,0
흠뻑 젖은 아내,2017-07-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,다테류지,1,0,0,0
땀냄새에 이끌린 유부녀,2017-12-01,15000,15000,2,2,1,2,일본,0,청소년관람불가,멜로로맨스,다테류지,1,0,0,0
19금 특별한 정사,2018-04-24,1000,1000,1,1,1,1,한국,(유)조이앤컨텐츠그룹,청소년관람불가,멜로로맨스,닥터필,16,887,94,47
19금 특별한 정사 무삭제 특별판,2017-03-07,20000,20000,4,4,1,3,한국,0,등급없음,장르없음,닥터필,28,0,0,0
속살,2016-11-17,126000,126000,28,28,2,16,한국,(유)조이앤컨텐츠그룹,청소년관람불가,멜로로맨스,닥터필,0,1613,3957560,1319186
비트윈 어스,2016-02-25,5000,5000,1,1,1,1,미국,(주)액티버스엔터테인먼트,15세이상관람가,드라마,0,0,283,0,0
다뉴브의 야생마,1900-01-01,15000,15000,3,3,1,2,기타,0,등급없음,다큐멘터리,0,0,0,0,0
사자춤,1900-01-01,40565,40565,149,149,1,5,중국,0,등급없음,장르없음,0,0,0,0,0
세일즈맨의 전설,2018-08-23,400000,400000,77,77,5,24,중국,노바엔터테인먼트,15세이상관람가,액션,0,0,548,19,9
인디애니페스트2015-2014 시그래프 아시아 컴퓨터 애니메이션 페스티벌 베스트,1900-01-01,291000,291000,64,64,1,2,기타,0,등급없음,장르없음,0,0,0,0,0
지구 최후의 날 2019,2019-06-14,5000,5000,1,1,1,1,미국,0,12세이상관람가,액션,0,0,0,0,0
빛의 물결,1900-01-01,5159,5159,15,15,1,2,기타,0,전체관람가,애니메이션,0,0,0,0,0
명검,2014-09-04,5186000,5186000,1091,1091,20,29,기타,(유)조이앤컨텐츠그룹,15세이상관람가,스릴러,0,0,1580,0,0
신 금병매 2,2016-02-18,10000,10000,2,2,1,2,중국,(유)조이앤컨텐츠그룹,청소년관람불가,멜로로맨스,0,0,1650,2,1
폴리스 스토리3,1992-09-05,50000,50000,6,6,1,3,기타,0,등급없음,장르없음,당계례,0,0,0,0
뱅가드,2020-12-30,79286900,79286900,10380,10380,233,968,중국,(주)디스테이션,12세이상관람가,액션,당계례,0,15081,35951,17975
쿵푸 요가,2017-03-29,91563500,91563500,12048,12048,108,1291,중국,브릿지웍스엔터테인먼트(주),12세이상관람가,액션,당계례,0,3993,244612,122306
신화 : 진시황릉의 비밀,2005-10-13,300000,1499894796,60,449232,1,1,기타,씨네그루(주)다우기술,12세이상관람가,액션,당계례,0,0,115813,38604
장미의 전쟁,1990-09-29,156000,156000,78,78,1,2,미국,0,청소년관람불가,코미디,0,0,0,0,0
스페셜 솔져,2020-12-22,23000,23000,23,23,5,23,기타,(유)조이앤컨텐츠그룹,15세이상관람가,액션,0,0,2103,0,0
레지던트 이블 좀비,2018-02-02,3000,3000,1,1,1,1,미국,(유)조이앤컨텐츠그룹,청소년관람불가,공포,0,0,949,0,0
"섹스 후, 5일간의 여행",2018-03-29,57000,57000,38,38,5,38,미국,(유)조이앤컨텐츠그룹,15세이상관람가,드라마,0,0,912,479501,239750
쉘로우 그레이브,1996-03-16,25000,25000,5,5,1,1,영국,주식회사풍경소리,청소년관람불가,스릴러,대니보일,0,0,0,0
28일 후,2003-09-18,14508000,14508000,1685,1685,11,49,미국,이십세기폭스코아(주),청소년관람불가,공포,대니보일,0,0,134,44
프랑켄슈타인,2019-03-14,71989500,71989500,5461,5461,15,188,미국,메가박스중앙(주)플러스엠,15세이상관람가,공연,대니보일,0,642645,3843095,1281031
스티브 잡스,2016-01-21,535351276,535351276,68815,68815,384,6396,미국,유니버설픽쳐스인터내셔널코리아(유),12세이상관람가,드라마,대니보일,0,632709,1233857,411285
선샤인,2007-04-19,561125000,561125000,90208,90208,133,6066,미국,0,15세이상관람가,SF,대니보일,178588,0,268787,134393
밀리언즈,2005-05-04,1091668000,1091668000,178588,178588,93,7260,영국,CJENM,전체관람가,코미디,대니보일,1685,462625,0,0
127시간,2011-02-17,7000,1337557500,1,180847,1,1,미국,이십세기폭스코리아(주),15세이상관람가,드라마,대니보일,1118767,735411,1000532,500266
예스터데이,2019-09-18,1713673196,1713673196,306467,306467,816,23350,미국,유니버설픽쳐스인터내셔널코리아(유),12세이상관람가,드라마,대니보일,5461,936561,400100,133366
슬럼독 밀리어네어,2009-03-19,85070800,1160223292,11868,1118767,129,2414,영국,(주)영화특별시에스엠씨,15세이상관람가,드라마,대니보일,90208,0,0,0
"알로, 슈티",2015-07-02,745000,115874400,147,14436,1,4,프랑스,(주)프레인글로벌,12세이상관람가,코미디,대니분,20383,80331,30626,10208
슈퍼처방전,2014-12-10,3290000,151369000,464,20383,5,10,프랑스,(주)영화사빅,12세이상관람가,코미디,대니분,0,59082,22053,7351
호밀밭의 반항아,2018-10-18,172602157,172602157,20713,20713,68,1678,미국,(주)트리플픽쳐스,12세이상관람가,드라마,0,0,0,1414725,471575
캐롤라인,1900-01-01,92259,92259,131,131,1,2,미국,0,등급없음,코미디,0,0,0,0,0
골!,2005-11-04,69160000,69160000,10926,10926,48,1288,미국,브에나비스타인터내셔널코리아,12세이상관람가,드라마,0,0,158377,808602,269534
낯선 집,2016-09-08,88500,553500,14,124,1,9,중국,(주)액티버스엔터테인먼트,15세이상관람가,미스터리,대니팽,352,95,0,0
풍운 2,2011-05-26,50000,50000,10,10,1,6,기타,(주)팝엔터테인먼트,12세이상관람가,액션,대니팽,198159,94899,0,0
귀신을 보는 눈: 동안,2014-04-24,1115000,1115000,352,352,5,22,기타,스크린조이,15세이상관람가,공포,대니팽,10,2869,0,0
디 아이2,2004-05-26,370500,964501000,57,150534,1,8,기타,쇼이스트(주),15세이상관람가,공포,대니팽,0,120205,712,356
메신져 - 죽은자들의 경고,2007-06-06,98000,1576803000,12,245955,1,3,미국,(주)프라임엔터테인먼트,12세이상관람가,공포,대니팽,0,333942,0,0
어떤 나라,2005-08-26,36568500,36568500,5626,5626,3,200,영국,(주)동숭아트센터,12세이상관람가,다큐멘터리,0,0,3579,0,0
살아 숨쉬는 고전: 할리우드의 거장들,1900-01-01,50000,50000,10,10,1,2,미국,0,등급없음,장르없음,0,0,0,0,0
데블스 윙즈,2017-02-16,3000,3000,1,1,1,1,미국,(주)시네마리퍼블릭,청소년관람불가,액션,0,0,4,0,0
굿바이 뉴욕,2016-09-29,8000,8000,1,1,1,1,미국,(주)나우콘텐츠,15세이상관람가,드라마,0,0,58,6743,2247
테일즈 오브 할로윈,1900-01-01,5000,5000,1,1,1,1,미국,오퍼스픽쳐스(유),청소년관람불가,공포,대런린보우즈만,0,0,0,0
마더스 데이,2014-05-30,100000,100000,10,10,1,1,미국,데이지엔터테인먼트,청소년관람불가,공포,대런린보우즈만,250,14827,0,0
리포! 더 제네틱 오페라,2013-07-24,1250000,1250000,250,250,5,5,미국,(주)수키픽쳐스,청소년관람불가,공포,대런린보우즈만,0,492,0,0
세인트 아가타,2020-03-19,109460080,109460080,12450,12450,390,3891,미국,(주)디스테이션,청소년관람불가,공포,대런린보우즈만,36350,29718,0,0
다크 하우스,2017-06-22,295604100,295604100,36350,36350,278,3139,미국,(주)스톰픽쳐스코리아,청소년관람불가,공포,대런린보우즈만,0,26566,412797,137599
쏘우 4,2007-11-21,1832431500,1832431500,271393,271393,216,15357,미국,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,공포,대런린보우즈만,387326,508967,773873,386936
쏘우 3,2006-11-30,2406433500,2406433500,386547,386547,180,13064,미국,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,공포,대런린보우즈만,388105,470220,388105,194052
쏘우 2,2006-02-16,2476201400,2476201400,388105,388105,113,10319,미국,(주)미로비젼,청소년관람불가,공포,대런린보우즈만,0,4372,0,0
파이,2002-07-12,874500,874500,105,105,1,5,미국,(주)미로비젼,15세이상관람가,SF,대런아로노프스키,293,293,0,0
레퀴엠,2002-07-11,2285500,2285500,293,293,1,6,미국,(주)미로비젼,청소년관람불가,드라마,대런아로노프스키,0,0,0,0
천년을 흐르는 사랑,2007-03-08,218000,12847000,42,2033,1,2,미국,이십세기폭스코아(주),15세이상관람가,SF,대런아로노프스키,0,403839,2777861,1388930
마더!,2017-10-19,368306382,368306382,46677,46677,398,5461,미국,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,드라마,대런아로노프스키,0,1152916,832427,277475
더 레슬러,2009-03-05,399922000,399922000,58677,58677,145,5938,미국,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,드라마,대런아로노프스키,2033,322154,15754,5251
블랙 스완,2011-02-24,70265660,328095728,8056,1631574,46,688,미국,(주)영화사그램,청소년관람불가,드라마,대런아로노프스키,58677,0,389296,129765
노아,2014-03-20,1665495684,1665495684,2026594,2026594,952,56722,미국,CJENM,15세이상관람가,어드벤처,대런아로노프스키,0,1388450,4700730,1566910
파더 오브 라이츠,1900-01-01,258000,258000,56,56,1,3,미국,0,등급없음,다큐멘터리,0,0,0,0,0
리커버리,2016-12-22,3000,3000,1,1,1,1,미국,(주)컴퍼니엘,청소년관람불가,스릴러,0,0,363,0,0
너 없인 살 수 없어,1900-01-01,330000,330000,48,48,1,3,기타,0,등급없음,드라마,0,0,0,0,0
후회,1900-01-01,12000,12000,2,2,1,2,기타,0,등급없음,장르없음,0,0,0,0,0
테러 트랩,2012-11-29,170000,170000,17,17,1,14,미국,(유)조이앤컨텐츠그룹,청소년관람불가,스릴러,댄가르시아,20,2403,0,0
플래쉬운즈,2012-09-27,100000,100000,20,20,1,10,미국,(유)조이앤컨텐츠그룹,청소년관람불가,SF,댄가르시아,0,7635,0,0
푸드 파이터: 먹거리를 구하라,1900-01-01,133000,133000,19,19,1,2,기타,0,등급없음,다큐멘터리,0,0,0,0,0
나이트 크롤러,2015-02-26,2548500,456637800,308,56607,3,27,미국,(주)스톰픽쳐스코리아,청소년관람불가,범죄,0,0,0,1638261,819130
격렬의 거리,1900-01-01,22500,22500,5,5,1,1,캐나다,0,등급없음,장르없음,0,0,0,0,0
에브리씽 머스트 고,2012-07-12,6047500,6047500,887,887,7,93,미국,(주)키노아이디엠씨,15세이상관람가,코미디,0,0,2549,974497,324832
피터의 상상초월 작업실,1900-01-01,393000,393000,85,85,1,2,미국,0,등급없음,다큐멘터리,0,0,0,0,0
저스트 어 이어,2013-05-30,43897500,43897500,6312,6312,48,511,영국,타임스토리그룹(주),청소년관람불가,코미디,댄마저,0,30493,1304969,434989
오 마이 그랜파,2016-03-17,632806532,632806532,79701,79701,396,8842,미국,판씨네마(주),청소년관람불가,코미디,댄마저,6312,208959,518948,259474
블루스 인 인디아,2019-08-21,1603700,1603700,537,537,5,70,미국,(주)티앤엘엔터테인먼트,전체관람가,코미디,0,0,340,6593751,3296875
사랑을 믿나요?,1900-01-01,20000,20000,4,4,1,1,기타,0,등급없음,다큐멘터리,0,0,0,0,0
첫경험만 8번째,2016-01-14,5000,5000,1,1,1,1,미국,(주)미디어로그,청소년관람불가,코미디,0,0,1844,0,0
혼다 - 캐논볼 런,1900-01-01,4914,4914,30,30,1,2,영국,0,전체관람가,애니메이션,0,0,0,0,0
온워드: 단 하루의 기적,2020-06-17,704157676,704157676,418084,418084,1138,45697,미국,월트디즈니컴퍼니코리아유한책임회사,전체관람가,애니메이션,댄스캔론,0,3682721,9773083,3257694
몬스터 대학교,2013-09-12,305000,1585330204,43,870759,1,3,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,애니메이션,댄스캔론,0,1165057,78419,26139
나이트메어 비긴즈,2018-09-01,1000,1000,1,1,1,1,영국,0,15세이상관람가,공포,댄알렌,0,0,0,0
미이라: 악령의 부활,2019-04-17,5000,5000,1,1,1,1,미국,0,15세이상관람가,공포,댄알렌,1,0,1,1
피쉬와 칩스 극장판,2014-03-06,1328000,82444400,236,12146,1,2,기타,(주)마인스엔터테인먼트,전체관람가,애니메이션,0,0,33323,903562,301187
클로버필드 10번지,2016-04-07,1366538641,1366538641,357736,357736,575,24680,미국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,미스터리,0,0,971147,350055,116685
대니 콜린스,2015-09-30,427040305,427040305,56632,56632,309,5640,미국,(주)나이너스엔터테인먼트,15세이상관람가,드라마,0,0,53793,568892,189630
파이트 클럽: 미녀들의 토너먼트,2019-10-24,1000,1000,1,1,1,1,미국,(주)퍼스트런,청소년관람불가,액션,0,0,2666,0,0
그레이브 인카운터,2012-08-01,286146000,286146000,40515,40515,63,1400,캐나다,(주)팝엔터테인먼트,15세이상관람가,공포,0,0,14097,0,0
래디언트,1900-01-01,35000,35000,7,7,1,1,영국,0,등급없음,다큐멘터리,0,0,0,0,0
크레이지 머더,2016-08-24,100000,100000,10,10,1,1,미국,(주)다날엔터테인먼트,청소년관람불가,범죄,0,0,10,0,0
캘리포니아 타이프라이터,2019-07-25,3815000,3815000,549,549,3,34,미국,찬란,전체관람가,다큐멘터리,0,0,8398,1214400,1214400
아메리칸 메이드,2017-09-14,1119428151,1119428151,401541,401541,691,26356,미국,유니버설픽쳐스인터내셔널코리아(유),15세이상관람가,범죄,더그라이만,0,748267,5650665,1883555
점퍼,2008-02-14,10943088000,10943088000,1665268,1665268,350,43335,미국,이십세기폭스코아(주),15세이상관람가,SF,더그라이만,2963193,469584,1464794,488264
미스터 & 미세스 스미스,2005-06-16,18900071500,18900071500,2963193,2963193,302,45087,미국,이십세기폭스코아(주),15세이상관람가,멜로로맨스,더그라이만,0,302714,1234298,411432
엣지 오브 투모로우,2014-06-04,54037000,132292537,6906,4706213,38,1217,미국,워너브러더스코리아(주),12세이상관람가,액션,더그라이만,0,1303376,3046944,1015648
마지막 군단,2011-11-10,6000,193000,1,30,1,1,영국,(주)아펙스엔터테인먼트,12세이상관람가,액션,0,0,0,1224397,612198
허비 행콕: 무한한 가능성,2019-02-21,5328250,5328250,762,762,11,118,미국,(주)에스와이코마드,전체관람가,다큐멘터리,0,0,9687,0,0
데스 룰렛,2020-02-20,300000,300000,60,60,1,1,미국,(주)픽쳐레스크,15세이상관람가,공포,0,0,60,0,0
베어 시티 2 : 청혼,1900-01-01,656063,656063,112,112,1,2,미국,0,등급없음,코미디,0,0,0,0,0
데드 웨스트,2017-09-07,2000,2000,1,1,1,1,미국,(주)시네마리퍼블릭,15세이상관람가,액션,0,0,3,1,0
하이힐을 신고 달리는 여자,2012-02-02,548423500,548423500,71725,71725,169,4859,미국,CJENM,15세이상관람가,코미디,0,0,1147080,943639,314546
셜록: 유령신부,2016-01-02,1402490457,1402490457,1278894,1278894,891,32683,영국,메가박스중앙(주)플러스엠,12세이상관람가,범죄,0,0,280758,2672067,1336033
