,index,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
144,3196,파더 앤 도터,2015-12-10,466831100,466831100,61196,61196,352,5524,미국,(주)박수엔터테인먼트,15세이상관람가,드라마,가브리엘 무치노,"아만다 사이프리드,러셀 크로우,아론 폴"
145,2365,세븐 파운즈,2009-02-05,1506896000,1506896000,229799,229799,191,10038,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,드라마,가브리엘 무치노,"윌 스미스,우디 해럴슨,로자리오 도슨"
146,3197,행복을 찾아서,2007-02-28,1270000,-594996296,190,599514,1,2,미국,"(주)팝엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜",전체관람가,드라마,가브리엘 무치노,"윌 스미스,탠디 뉴튼"
147,3198,혹한,,181000,181000,29,29,1,2,스페인,0,등급없음,장르없음,가브리엘 벨라스퀘즈,0
148,3199,뮤턴트 워,2018-07-05,50000,50000,10,10,1,1,이탈리아,(주)히스토리필름,15세이상관람가,SF,가브리엘 살바토레,"루도비코 기라르델로,갈라테아 벨루지 ,크세니야 라포포트"
149,3200,볼라레,,197000,197000,29,29,1,1,이탈리아,0,등급없음,드라마,가브리엘 살바토레,"클라우디오 산타마리아,발레리아 골리노,디에고 아바탄투오노"
150,3201,시베리안 에듀케이션,2014-06-04,695000,695000,92,92,5,48,이탈리아,찬란,15세이상관람가,드라마,가브리엘 살바토레,"존 말코비치,아르나스 페다라비치우스,빌리우스 투마라비치우스,엘리너 톰린슨"
151,3202,지중해,1993-07-31,644000,644000,125,125,1,2,이탈리아,0,15세이상관람가,전쟁,가브리엘 살바토레,"디에고 아바탄투오노,클라우디오 비가글리,쥬세페 세데르나"
152,23244,도둑까치,2020-11-03,3725600,3725600,137,137,5,45,이탈리아,일미디어,전체관람가,공연,가브리엘 살바토레,0
153,1011,아임 낫 스케어드,2004-08-06,1055500,13203000,232,2074,1,2,스페인,(주)씨네진,12세이상관람가,드라마,가브리엘 살바토레,마티아 디 피에로
154,3203,블랙 라이더,2016-11-14,4000,4000,1,1,1,1,미국,(주)퍼스트런,청소년관람불가,액션,가브리엘 세블로프,"제임스 덴튼,케빈 소르보,로버트 고셋,마이클 베일리 스미스"
155,22014,리스본의 네 가지 이야기,,207000,207000,29,29,1,2,포르투갈,0,등급없음,드라마,가브리엘 아브랑테,0
156,3204,바베트의 만찬,1996-06-01,660000,1243000,110,177,1,2,덴마크,0,전체관람가,드라마,가브리엘 악셀,"스테판 오드랑,버짓 페더스피엘,보딜 카이어"
157,3205,루드비히의 악마,,51130,51130,87,87,1,3,프랑스,0,등급없음,애니메이션,가브리엘 자끄엘,0
158,2104,퀴리노 크리스티아니,,40000,40000,8,8,1,1,영국,0,등급없음,다큐멘터리,가브리엘 주첼리,0
159,22284,셰프 펑키의 특별한 파스타,,287000,287000,41,41,1,1,미국,0,등급없음,다큐멘터리,가브리엘 타라불시,0
160,1,시저와 클레오파트라,1954-10-27,2090000,11169000,1045,5230,1,12,영국,0,12세이상관람가,장르없음,가브리엘 파스칼,0
161,2934,타폴로고,,68000,68000,34,34,1,2,스페인,0,등급없음,다큐멘터리,"가브리엘라 구티에레즈 데와르,샐리 구티에레즈 데와르",0
162,3206,블랙피쉬,,700000,1502500,175,553,1,1,미국,0,12세이상관람가,다큐멘터리,가브리엘라 코우퍼스웨이트,0
163,3207,더 뮬: 죽음의 질주,2014-03-13,4910000,4910000,940,940,5,48,미국,(주)에이블엔터테인먼트,15세이상관람가,스릴러,가브리엘라 타글리아비니,"샤론 스톤,빌리 제인"
164,21739,변태학원의 미녀 수강생,,100000,100000,20,20,1,1,일본,(주)빅콘미디어,청소년관람불가,드라마,가세이 마사히로,0
165,3208,막달라 마리아: 부활의 증인,2018-03-28,214792200,214792200,30833,30833,111,2456,영국,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,가스 데이비스,"루니 마라,호아킨 피닉스,치웨텔 에지오포,아리안 라베드"
166,3209,라이언,2017-02-01,779680700,779680700,104439,104439,205,6325,호주,(주)이수C&E,12세이상관람가,드라마,가스 데이비스,"데브 파텔,루니 마라,니콜 키드먼,데이빗 웬햄,타니시타 차터제,이몬 파렌,디프티 나발"
167,702,은하수를 여행하는 히치하이커를 위한 안내서,2005-08-26,138314500,138314500,20292,20292,1,309,미국,브에나비스타인터내셔널코리아,전체관람가,SF,가스 제닝스,"모스 데프,마틴 프리먼"
168,3210,씽,2016-12-21,767350504,381273701,667598,1730773,721,17191,미국,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,가스 제닝스,"매튜 매커너히,리즈 위더스푼,스칼렛 요한슨,태런 에저튼,세스 맥팔레인"
169,3211,돌이킬 수 없는,2003-04-04,405000,763000,45,85,1,1,프랑스,프라임픽쳐스,청소년관람불가,스릴러,가스파 노에,"뱅상 카셀,모니카 벨루치"
170,3212,러브,2017-11-02,678000,26226000,68,3183,1,1,프랑스,판씨네마(주),청소년관람불가,멜로로맨스,가스파 노에,"칼 글루스맨,아오미 뮈요크,클라라 크리스틴"
171,23551,습한 계절,,1621500,1621500,268,268,1,5,중국,0,등급없음,드라마,가오 밍,0
172,3213,게임의 규칙,2017-06-01,754000,754000,153,153,1,16,중국,(주)컴퍼니엘,15세이상관람가,액션,가오 시시,"하윤동,타오,추자현"
173,3214,겨울날,,87000,87000,18,18,1,2,일본,0,등급없음,애니메이션,가와모토 기하치로,0
174,3215,색광: 섹스에 미친 사람들,2016-08-18,8000,8000,1,1,1,1,일본,(주)플라이어,청소년관람불가,에로,가와사키 군지,미요코
175,3216,관능시대,2015-05-07,5000,5000,1,1,1,1,일본,조이앤키노,청소년관람불가,멜로로맨스,가와사키 히로유키,"사쿠라이 유코,히메 카와"
176,3217,도깨비 섹스,2015-04-30,5000,5000,1,1,1,1,일본,퍼즐컷,청소년관람불가,멜로로맨스,가와사키 히로유키,히라이 칠채자
177,3218,사악한 정사,2015-06-11,5000,5000,1,1,1,1,일본,조이앤키노,청소년관람불가,에로,가와사키 히로유키,모모이 사나에
178,3219,섹시엔젤 카에데,2011-11-10,30000,30000,10,10,1,1,일본,(유)조이앤컨텐츠그룹,청소년관람불가,드라마,가와사키 히로유키,"나다사카 마이,이마노 유메"
179,3220,에로닌자 카즈미 2,2011-05-12,30000,30000,10,10,1,1,일본,0,청소년관람불가,에로,가와사키 히로유키,"모모세 에미루,니시노 쇼,아오야마 레이카"
180,3221,에로닌자 카즈미3,2011-05-19,30000,30000,10,10,1,1,일본,0,청소년관람불가,에로,가와사키 히로유키,"아키즈키 마린,마에다 코지"
181,3222,에로닌자 카즈미4,2011-05-26,30000,30000,10,10,1,1,일본,0,청소년관람불가,멜로로맨스,가와사키 히로유키,"요시자와 아키호,코미야 유이"
182,3223,귀신전,,268000,268000,39,39,1,1,일본,0,등급없음,애니메이션,가와사키 히로츠구,0
183,3224,아마미,,91000,91000,23,23,1,2,일본,0,등급없음,다큐멘터리,가와세 나오미,0
184,1866,캬카라바아,,481500,481500,82,82,1,11,일본,0,등급없음,다큐멘터리,가와세 나오미,가와세 나오미
185,1810,출산,Apr-08,706000,706000,122,122,1,8,일본,0,등급없음,다큐멘터리,가와세 나오미,가와세 나오미
186,1753,벚꽃 편지,Apr-08,957000,957000,162,162,1,12,일본,0,등급없음,다큐멘터리,가와세 나오미,니시이 카즈오
187,1748,달팽이: 나의 할머니,Apr-08,1051000,1051000,169,169,1,8,일본,0,등급없음,다큐멘터리,가와세 나오미,카와세 미츠키
188,2,수자쿠,Apr-08,864000,2627500,127,401,1,2,일본,0,등급없음,장르없음,가와세 나오미,0
189,1631,사라소주,,2520000,2520000,408,408,1,19,일본,0,등급없음,드라마,가와세 나오미,"후쿠나가 코헤이,가와세 나오미"
190,3225,빛나는,2017-11-23,41228200,41228200,5523,5523,53,616,일본,그린나래미디어(주),12세이상관람가,멜로로맨스,가와세 나오미,"나가세 마사토시,미사키 아야메"
191,3226,"소년, 소녀 그리고 바다",2014-10-09,380000,53551500,76,7157,1,1,일본,(주)티캐스트콘텐츠허브,청소년관람불가,멜로로맨스,가와세 나오미,"무라카미 니지로,요시나가 준"
192,3227,너를 보내는 숲,2008-04-24,466000,55220100,52,8053,1,1,일본,(주)영화사 진진,전체관람가,드라마,가와세 나오미,사이토 요이치로
193,3228,앙: 단팥 인생 이야기,2015-09-10,2488500,224307362,309,28199,2,15,일본,그린나래미디어(주),12세이상관람가,드라마,가와세 나오미,"키키 키린,나가세 마사토시"
194,3229,굿모닝 맨하탄,2014-02-06,2399800,227400800,321,31655,1,12,인도,(주)인벤트스톤,전체관람가,코미디,가우리 신드,"스리데비,아딜 후세인"
195,3230,"행성, 지구",2015-08-26,198000,198000,43,43,1,2,영국,0,12세이상관람가,다큐멘터리,가이 리드,0
196,3231,젠틀맨,2020-02-26,665658710,665658710,81482,81482,586,14748,미국,"(주)영화사 빅,(주)다날엔터테인먼트",청소년관람불가,범죄,가이 리치,"매튜 매커너히,휴 그랜트,콜린 파렐,찰리 허냄,헨리 골딩,미쉘 독커리,에디 마산"
197,3232,맨 프롬 UNCLE,2015-10-28,846390353,846390353,108551,108551,361,7169,미국,워너브러더스 코리아(주),12세이상관람가,액션,가이 리치,"헨리 카빌,아미 해머,알리시아 비칸데르,엘리자베스 데비키,휴 그랜트"
198,3233,킹 아서: 제왕의 검,2017-05-17,-921288641,-921288641,415714,415714,588,20315,영국,워너브러더스 코리아(주),12세이상관람가,판타지,가이 리치,"찰리 허냄,주드 로,에릭 바나,에이단 길렌,디몬 하운수,아스트리드 베흐제-프리스베,애나벨 월리스,케이티 맥그라스"
199,3234,셜록 홈즈,2009-12-23,6386500,-1143059684,925,2184425,1,70,미국,워너브러더스 코리아(주),12세이상관람가,미스터리,가이 리치,"로버트 다우니 주니어,주드 로"
200,3235,셜록홈즈 : 그림자 게임,2011-12-21,-508955684,-508955684,2239156,2239156,370,45652,미국,워너브러더스 코리아(주),15세이상관람가,액션,가이 리치,"로버트 다우니 주니어,주드 로"
201,3236,알라딘,2019-05-23,786366639,786366639,12723777,12723777,1409,282221,미국,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,어드벤처,가이 리치,"메나 마수드,윌 스미스,나오미 스콧"
202,3237,나의 위니펙,,246000,305000,52,61,1,4,캐나다,0,등급없음,장르없음,가이 매딘,0
203,3238,드라큘라의 춤,,386000,386000,61,61,1,3,캐나다,0,등급없음,장르없음,가이 매딘,0
204,3239,김리병원 이야기,,324000,324000,69,69,1,3,캐나다,0,등급없음,공포,가이 매딘,"카일 맥컬로흐,마이클 고틀리,안젤라 헥"
205,3240,겁쟁이는 무릎을 꿇는다,,831000,831000,131,131,1,3,캐나다,0,등급없음,드라마,가이 매딘,"다시 페어,에이미 스튜어트,타라 버트휘슬"
206,167,더티 댄싱 - 하바나 나이트,2004-04-23,160507000,160507000,24876,24876,22,1100,미국,아우라엔터테인먼트,15세이상관람가,멜로로맨스,가이 퍼랜드,"로몰라 가레이,디에고 루나"
207,22511,베를린 스파이,,110000,110000,55,55,1,1,,0,등급없음,장르없음,가이 해밀턴,"마이클 케인,폴 허브쉬미드,오스카 호몰카"
208,3241,공군 대전략,,63000,63000,21,21,1,1,영국,0,등급없음,전쟁,가이 해밀튼,"해리 앤드류즈,마이클 케인,트레버 하워드"
209,3242,나바론 2,,162000,598000,81,242,1,4,미국,0,등급없음,장르없음,가이 해밀튼,0
210,3243,전선의 우정,,762000,762000,381,381,1,24,미국,0,등급없음,장르없음,가이 해밀튼,0
211,3244,007 골드핑거,  1967-01 ,168000,1687000,56,729,1,2,영국,0,등급없음,액션,가이 해밀튼,"숀 코네리,호노 블래크먼,게르트 프뢰베"
212,3,콜디츠 스토리,,1894000,1894000,947,947,1,15,영국,0,등급없음,장르없음,가이 해밀튼,0
213,3245,악마의 제자들,,1878000,1878000,626,626,1,12,미국,0,등급없음,장르없음,"가이 해밀튼,알렉산더 맥켄드릭",0
214,3246,2047 버추얼 레볼루션,2019-09-26,18000,18000,18,18,4,18,미국,(주) 케이알씨지,15세이상관람가,SF,가이-로저 듀버트,"마이크 도퍼드,제인 배들러,요헨 해겔"
215,3247,평화의 궁전 - ICJ와 PCA에 대해서,,4914,4914,30,30,1,2,네덜란드,0,등급없음,애니메이션,가체 존네벨트,0
216,3248,마지막 사무라이,2016-12-28,6000,6000,2,2,1,1,일본,퍼즐컷,청소년관람불가,액션,가타오카 슈이즈,하쿠류
217,3249,귀파주는 밀실가게,2018-04-05,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토 마사키,0
218,3250,맞선보다 몸맞은 커플,2019-07-05,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토 마사키,0
219,3251,민감한 새엄마의 육체,2019-08-05,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토 마사키,0
220,3252,유카타를 벗은 유부녀를 마사지,2019-07-05,6000,6000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,가토 마사키,0
221,3253,일본 료칸형 호텔의 마사지사,2019-07-05,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토 마사키,0
222,3254,지점장님과 단둘이 회식,2019-07-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토 마사키,0
223,20643,골프강사 새엄마가 너무 이쁘다,2019-12-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토 마사키,0
224,20645,깊숙한 걸 좋아하는 아줌마,2019-11-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토 마사키,0
225,20649,꿀빠는 젊은 택배알바,2019-11-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토 마사키,0
226,20658,남편 옆에서만은 안 돼,2019-12-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토 마사키,0
227,20670,내가 가져버린 사위는 몸짱,2019-11-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토 마사키,0
228,20673,노브라로 도발하는 그녀의 향기,2019-11-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토 마사키,0
229,20674,노브라로 알면서 유혹하다니,2019-11-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토 마사키,0
230,20689,마사지로 가버린 유부녀들,2019-11-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토 마사키,0
231,20693,맥주 먹었으니까 해도 좋아-아내의 친구,2019-11-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토 마사키,0
232,20702,바베큐파티에서 만취한 유부녀,2019-11-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토 마사키,0
233,20719,사위가 오늘따라 멋지다,2019-11-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토 마사키,0
234,20733,서로의 아내를 바꾸는 부부들,2019-11-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,멜로로맨스,가토 마사키,0
235,20741,신규오픈 마사지샵의 신기술,2019-11-08,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토 마사키,0
236,20757,엄청 젖은 노브라 단지처,2019-11-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토 마사키,0
237,20763,여자경험이 없는 남자들,2019-11-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토 마사키,0
238,20770,오일마사지가 쾌락도구로,2019-11-08,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토 마사키,0
239,20772,온천여행에서 발정난 그녀는,2019-11-08,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,가토 마사키,0
240,20801,처음 본 새엄마와 눈이 맞아서,2019-12-06,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토 마사키,0
241,3255,이 여자는 나의 노예,2020-07-03,100000,100000,20,20,1,1,일본,0,청소년관람불가,에로,가토 마사키,0
242,21742,새엄마의 극락목욕탕,2020-06-05,100000,100000,20,20,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토 마사키,0
243,21744,숫처녀 같은 엄마친구,2020-06-05,100000,100000,20,20,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,가토 마사키,0
