영화명,개봉일,누적관객수,배급사,감독,배우
군함도,2017-07-26,6592151,CJENM,류승완,"황정민,김규백,명인호,소지섭,송중기,이정현,김수안,지웅배,손용범,박선,박선주,박영준,박정민,박준서,박준서,박혜민,성정훈,오정현,오형근,전창현,정규호,정부용,지재우,이다영,이동준,이상협,이선민,이세형,이윤2,최호영,이재민,이정민,이정은,이정현,이제훈,허승준,이준희,이지은,이지환,이태영,이하은,이하준,이경영,장성범,백승철,김준한,김고은,박성일,설준수,조경현,여윤호,이준혁,신희철,김동영,이정현,전배수,윤경호,강덕중,김정원,이문석,정병두,김예은,김인우,정만식,정태야,추연규,한윤식,박상호"
베를린,2013-01-30,7166688,CJENM,류승완,"하정우,한석규,류승범,전지현,이경영,최무성,곽도원,김서형,백승익,배정남,곽진석,김서원"
베테랑,2015-08-05,13414484,CJENM,류승완,"황정민,유아인,유해진,오달수,장윤주,김시후,오대환,정웅인,정만식,송영창,진경,유인영,박소담,이동휘,배성우,천호진,이채은,조덕현,신지수,권지훈,정윤헌,장한승,김선웅,김성종,우영택,김민재,김재현,김태용,김지수,박지윤,박지혜,손성민,장소연,유재명,배제기,류아벨,정재헌,안길강,마동석,김응수,고규필,서현우,강영묵,한성천,김기천,이문석,이상희,김서원"
신촌좀비만화,2014-05-15,5225,CJENM,"류승완,한지승,김태용","이다윗,박정민,손수현,박기웅,남규리,김수안,박미현,정희태,배제기"
기다리다 미쳐,2008-01-01,441337,CJENM,류승진,"손태영,장근석,데니안/안신원,권진영,김산호,장희진,진태현,유인영,신동원,조우진,김경렬,김경미,정인봉,김판규,이성환,권순범,이치범,이정훈,이영진,이기우,황석정,송대중"
무림신공: 벽력화 무삭제판,2018-05-22,1,0,류신의,0
구문룡,1900-01-01,1,(유)조이앤컨텐츠그룹,류신의,"주효휘,조수,장덕휘"
무림 마스터,1900-01-01,1,0,류신의,"조수,서향동"
수호지: 용의 부활,2020-03-26,1,0,류신의,주효휘
와관사 대혈투,1900-01-01,1,0,류신의,"주효휘,두옥명"
자금성 금의위,1900-01-01,1,(유)조이앤컨텐츠그룹,류신의,"주효휘,곽소항,노성우"
협객,2019-08-08,1,(주)액티버스엔터테인먼트,류신의,"장박호,바오단"
수호지-무림호걸 이운,2015-10-15,1,주식회사루믹스미디어,류신의,양균승
수호지-천하대영웅 손신,2015-07-23,40,주식회사루믹스미디어,류신의,강택목
수호지-천하제패 선찬,2015-09-17,40,주식회사루믹스미디어,류신의,정욱동
수호지-최강무적 탕륭,2015-08-20,40,주식회사루믹스미디어,류신의,조패
무공비계,2017-02-01,55,(유)조이앤컨텐츠그룹,류신의,"왕회래,나가위,왕승리"
무림신공: 벽력화,2017-06-01,58,(유)조이앤컨텐츠그룹,류신의,담요문
수호지 천하호걸-고대수,2013-01-15,173,(유)조이앤컨텐츠그룹,류신의,오진군
수호지-강호의 장청,2014-04-17,342,(유)조이앤컨텐츠그룹,류신의,상위림
수호지: 명포배선,2014-05-01,392,(유)조이앤컨텐츠그룹,류신의,노성우
수호지-신비술사,2013-12-18,400,(유)조이앤컨텐츠그룹,류신의,징강산
수호지: 천하대인,2014-05-08,452,(유)조이앤컨텐츠그룹,류신의,틴자오
수호지-의적유당,2013-11-22,454,(유)조이앤컨텐츠그룹,류신의,쳉하오난
수호지 가면영웅 - 귀두,2013-01-31,1592,(유)조이앤컨텐츠그룹,류신의,두옥명
수호지-무사조씨,2013-11-07,5030,(유)조이앤컨텐츠그룹,류신의,류신의
수호지-불사영웅 석수,2013-10-31,5190,(유)조이앤컨텐츠그룹,류신의,"맹페이,왕낙용"
오오극장 개관 2주년 특별전 - 류선영 배우 단편모음,1900-01-01,110,0,"류연수,박병훈,김민주",0
꽃피는 봄이 오면,2004-09-23,497689,영화사청어람(주),류장하,"최민식,장신영,김호정,김강우,김동영,이민아,조명호,최태규,김기철,김길웅,이동진,김경준,박소윤,김정석,김영옥,이재응,이민아,엄효섭,최일화"
순정만화,2008-11-27,731706,CJENM,류장하,"유지태,이연희,채정안,강인,최수영,황석정,최희용,황인준,나수윤,최민호,박보경,김호연,박서연,이선주,김태훈,김지훈,김해자,신동우,이민선,이주실,박보경"
뷰티플 마인드,2019-04-18,9042,롯데쇼핑㈜롯데엔터테인먼트,"류장하,손미","심환,허지연,김건호,김민주,김수진,손치호,윤수,임현진,김건우,박준형,신주용,오유석,이건원,김동현,오덕선,이상우,이한형,정연주,진세연,김수진,박준형,오유석,이건원,이상우,이한형,김미령,박소영,배상은,유은영,지유진,김동현,김태욱,김태욱,곽은아,김유선,강수진,김경현,김수진,김덕주,임예영,임현진,전주영,김정원,오케스트라코치,서정실,안수연,이주희,조선랑,김원우,김원우,장준화,이영래,김혜정,김승태,엄희준,김승태,엄희준,허진선,심환,허지연,정욱,김명숙,김건호,도윤서,신주용,이강현,조정연,성보경,신정양,유혜영,강승빈,김민주,박유림,임하준,조홍희,김범순,박유림,강승빈,임하준,조홍희,남승현,배일환,신지숙,심윤숙,홍종진,이영숙,이한,조현성,원인선,이인숙,이창한,이원숙,이윤자,임하준,박은아,이원숙,이용주,이현정,강소연,이정민"
더 펜션,2018-06-21,3340,(주)영화사오원,"류장하,양종현,윤창모,정허덕재","조재윤,조한철,박효주,박혁권,이영진,신소율,이이경,황선희,유지연,박지연,조영지,채유리,한진선,한진선,박지연,김태훈,윤주,황건"
극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,135478,0,류정우,"문남숙,정혜옥,최하나"
나의 살던 고향은,2016-11-24,11507,(주)시네마달,류종헌,김용옥
굶주린 엄마친구,2020-03-20,60,(주)라온컴퍼니플러스,류타,0
눈떠보니 제수씨,2020-10-19,60,(주)라온컴퍼니플러스,류타,0
외설마사지 고삐풀린아내,2020-12-08,60,(주)라온컴퍼니플러스,류타,0
치매인 척 한 시아버지의 초반전,2019-11-08,1,0,류타로,0
무림3대고수전,2020-03-02,1,(주)소나무픽쳐스,류헌적,0
그루잠,1900-01-01,13,0,류형석,0
커튼콜,2016-12-08,5526,(주)모멘텀엔터테인먼트,류훈,"장현성,박철민,전무송,유지수,이이경,채서진,장혁진,서호철,고보결,신문성,김명성,박선주,방한솔,최승호,김태준,유수빈,정인겸"
비밀애,2010-03-25,164252,(주)시너지하우스(시너지),"류훈,권지연","유지태,윤진서,유현주,임호,임형국,이미도,지대한,강애심,정인기,오연아"
파리는 안개에 젖어,1972-06-03,91,0,르네끄레망,"페이더너웨이,바바라파킨스,프랭크란젤라"
태양은 가득히,1973-02-03,12343,0,르네끄레망,"알랭들롱,마리라포레,모리스로네"
판타스틱 플래닛,2004-04-09,752,0,르네랄루,0
미로,2004-11-26,18,(주)씨네진,르네망조르,"실비테스튀,램버트윌슨"
위!,2019-11-28,1278,(주)미로스페이스,르네엘러,"에메클레어스,폴린케슬런,로라드로소풀로스"
빗속의 방문객,1900-01-01,206,0,르네클레망,"찰스브론슨,마를렌조베르,가브리엘틴티"
금지된 장난,1992-09-26,2791,0,르네클레망,"조르주푸줄리,브리지트포시,아메디"
목로주점,1900-01-01,3729,0,르네클레망,"마리아쉘,프랑수아페리어,제니홀트"
침묵은 금,1900-01-01,27,0,르네클레어,0
라일락의 문,1900-01-01,28,0,르네클레어,0
뷰티 오브 더 데블,1900-01-01,37,0,르네클레어,0
파리 축제,1900-01-01,41,0,르네클레어,0
파리의 지붕 밑,1900-01-01,81,0,르네클레어,"앨버트프레진,가스통모돗,레이몬드에이모스"
백만장자,1900-01-01,92,0,르네클레어,"아나벨라,르네르페브르,오뎃타라작"
나는 마녀와 결혼했다,1900-01-01,315,0,르네클레어,0
그리고 아무도 없었다,1900-01-01,1121,0,르네클레어,"베리피츠제럴드,월터휴스턴,루이스헤이워드"
나넬 모차르트,2011-09-15,4624,주식회사마운틴픽쳐스,르네페레,"마리페레,마크바르베,데이빗모로"
레드 후드,2018-11-11,1,(유)조이앤컨텐츠그룹,르네페르즈,로버트앰슬러
레지던트 데블,2018-05-08,1,(유)조이앤컨텐츠그룹,르네페르즈,"존J.웰쉬,리차드타이슨,레이븐렉시"
마녀의 덫 : 마법의 슬리핑 뷰티,2018-10-30,1,(유)조이앤컨텐츠그룹,르네페르즈,로버트앰슬러
윈터스 워: 스노우 퀸,2018-06-19,2,0,르네페르즈,0
무법자,2018-04-19,28,(유)조이앤컨텐츠그룹,르네페르즈,"코너트리니어,로버트코롤럭,나디아랑프랑코니"
버닝데드: 좀비의섬,2016-03-10,60,주식회사루믹스미디어,르네페르즈,대니트레조
새벽의 저주: 악령의 부활,2020-02-05,962,(주)영화사안다미로,르네페르즈,레기바니스터
아라라트 산,1900-01-01,30,0,르노아르마네,0
성 프란치스코,2017-10-12,4823,찬란,르노페리,"엘리오게르마노,제레미레니에"
"허베이, 타이페이",1900-01-01,9,0,리니엔슈,0
프레셔스,2013-01-10,1143,씨네그루(주)다우기술,리다니엘스,"가보리시디베,모니크,폴라패튼,머라이어캐리,레니크라비츠"
페이퍼보이: 사형수의 편지,2013-08-08,3149,(주)퍼스트런,리다니엘스,"니콜키드먼,잭에프런,존쿠삭,매튜매커너히"
버틀러: 대통령의 집사,2013-11-28,126870,(주)넥스트엔터테인먼트월드(NEW),리다니엘스,"포레스트휘테커,오프라윈프리,데이빗오예로워,로빈윌리엄스,머라이어캐리,알렉스페티퍼"
킹: 잃어버린 세계,2017-05-17,1,(유)조이앤컨텐츠그룹,리스콧,브루스박스라이트너
토이 스토리 3,2010-08-05,1460726,한국소니픽쳐스릴리징브에나비스타영화㈜,리언크리치,"톰행크스,조앤쿠삭"
코코,2018-01-11,3513114,월트디즈니컴퍼니코리아유한책임회사,리언크리치,"가엘가르시아베르날,앤서니곤잘레스,벤자민브랫"
업그레이드,2018-09-06,190387,유니버설픽쳐스인터내셔널코리아(유),리워넬,"로건마샬-그린,해리슨길벗슨"
인비저블맨,2020-02-26,575043,유니버설픽쳐스인터내셔널코리아(유),리워넬,"엘리자베스모스,알디스호지"
인시디어스 3,2015-07-09,825517,유니버설픽쳐스인터내셔널코리아(유),리워넬,"스테파니스콧,더못멀로니,린샤예"
2차 노출,2013-09-12,14,라인트리엔터테인먼트,리위,"판빙빙,풍소봉,곽사연,조안첸"
만물생장-끝없는 관계,2016-04-07,179,(유)조이앤컨텐츠그룹,리위,"판빙빙,한경"
관음산,1900-01-01,183,0,리위,"판빙빙,실비아창,리위"
로스트 인 베이징,2012-07-12,2242,프리비젼엔터테인먼트,리위,"판빙빙,양가휘"
야스쿠니,2009-08-06,1140,실버스푼,리잉,"카리야나오하루,준이치로코이즈미"
허니문,2015-07-23,1774,와이드릴리즈(주),리자니악,"로즈레슬리,해리트레더웨이"
데블스 더블,2013-06-13,1397,(주)미로비젼,리타마호리,"도미닉쿠퍼,루디빈사니에"
트리플 X2 : 넥스트 레벨,2005-04-29,465276,한국소니픽쳐스릴리징브에나비스타영화㈜,리타마호리,"사무엘L.잭슨,윌렘데포,아이스큐브"
넥스트,2007-05-17,468148,CJENM,리타마호리,"니콜라스케이지,줄리안무어"
씨뿌리기,1900-01-01,8,0,리타오,0
타니타 직원식당의 다이어트 레시피,1900-01-01,66,0,리토시오,0
"집에 돌아오면, 언제나 아내가 죽은 척을 하고있다",2020-02-20,2462,(주)영화사그램,리토시오,"에이쿠라나나,야스다켄,오타니료헤이"
디트로이트 메탈 시티,2009-05-21,8162,(주)영화사구안,리토시오,"호소다요시히코,마츠야마켄이치"
아델라인 : 멈춰진 시간,2015-10-15,40096,(주)쇼박스,리톨랜드크리거,"블레이크라이블리,미치엘휘즈먼,캐시베이커"
에로스,1900-01-01,7,0,리페이웬,0
페이스 오프: 더 익스트림,1900-01-01,1,0,리하이,"리하이,호아민,히에우응우옌"
왕따 프로젝트,1900-01-01,6,0,리허쉬,0
辛 소림사 주방장 2,1900-01-01,199,0,리건,0
신의 한 수: 귀수편,2019-11-07,2159081,CJENM,리건,"권상우,김희원,김성균,허성태,우도환,원현준,홍기준,박상훈,이서환,선율우,김상호,이홍내,박영빈,정인겸,조운,신수연,김정팔,이정아,주서은,이규호,윤기현,이지석,우수빈,김대진,김곤,김지수,정재원,박응수,송영탁,박응준,오승찬,김산,한태일,홍윤재,김태현,김선동,권윤구,김문학,강정혁,양현태,남경화,박종희,이용재,노성후,박민수,이영서,차성제,배하은,곽진,최준영,박재완,곽민준,임채선,임정민,김윤수,김광일,김효영,김선웅,김종원,김용기,김재하,김경태,김시호,김신범,김용준,김민교,권용희,남상원,노현우,류승주,문정기,박희진,박근영,박정규,박영서,송현기,송동환,이진하,이찬재,이진혁,이희규,이규한,이시언,이민영,이중규,이효,이유진,이성현,윤정섭,이시운,오윤석,이예림,이다혜,이동휘,유선호,조석희,조원빈,조규호,전재현,장이슬,정민혁,차중원,최성식,한지윤,한서준,하수진,황은지,한도진,한태희,황춘하,고세원,유선,이병준,박경혜"
사랑과 무정부,1900-01-01,144,0,리나베르트뮬러,"지안카를로지아니니,마리안젤라멜라토,에로스파그니"
귀부인과 승무원,1900-01-01,739,0,리나베르트뮬러,"지안카를로지아니니,마리안젤라멜라토,리카르도살비노"
가슴 노출을 허하라!,2015-09-19,1,(주)소나무픽쳐스,리나에스코,"리나에스코,롤라커크,모니크콜만"
플레이모빌: 더 무비,2019-09-11,28850,(주)올스타엔터테인먼트,리노디살보,"다니엘래드클리프,안야테일러조이"
인시앙,1900-01-01,23,0,리노브로카,"힐다코로넬,루엘버널"
벤다 빌릴리,2013-10-17,1940,백두대간,"리노드바렛,플로렝드라툴라예","로제란두,코코남바리,쿠바인카베아"
토막살인범의 고백,2019-10-17,1712,(주)다자인소프트,리누스드파올리,"아담일드로웨더,파울리나갈라즈카,아만다플러머"
모르몬 발의안 8,1900-01-01,114,0,"리드코완,스티븐그린스트리트",0
이프란 대학에 가다,1900-01-01,51,0,리드반세빅,0
1492 콜럼버스,1992-12-24,25,0,리들리스콧,"제라르드빠르디유,아맨드아상테"
더 머니,2018-06-01,34,(유)조이앤컨텐츠그룹,리들리스콧,"빌리버크,파커포시,대니글로버,데보라앤울"
결투자들,1900-01-01,82,0,리들리스콧,"키스캐러딘,하비케이틀,알버트피니"
흑우: 블랙레인,1990-01-26,159,파라마운트픽쳐스,리들리스콧,앤디가르시아
에일리언: 감독판,1900-01-01,334,0,리들리스콧,0
블레이드 러너: 파이널 컷,1993-05-08,8500,주식회사해리슨앤컴퍼니,리들리스콧,"해리슨포드,룻거하우어"
델마와 루이스,1993-11-27,18647,(유)조이앤컨텐츠그룹,리들리스콧,"지나데이비스,수잔서랜든"
킹덤 오브 헤븐: 디렉터스 컷,2020-11-11,25323,(주)영화사오원,리들리스콧,"올랜도블룸,에바그린,리암니슨,제레미아이언스"
올 더 머니,2018-02-01,70310,판씨네마(주),리들리스콧,"미쉘윌리엄스,크리스토퍼플러머,마크월버그,스테이시마틴"
카운슬러,2013-11-14,133272,이십세기폭스코리아(주),리들리스콧,"브래드피트,마이클패스벤더,페넬로페크루즈,카메론디아즈,하비에르바르뎀"
어느 멋진 순간,2006-11-16,193013,이십세기폭스코리아(주),리들리스콧,"러셀크로우,마리옹꼬띠아르,알버트피니"
아메리칸 갱스터,2007-12-27,401843,유니버설픽쳐스인터내셔널코리아(유),리들리스콧,"덴젤워싱턴,러셀크로우"
바디 오브 라이즈,2008-10-23,589899,워너브러더스코리아(주),리들리스콧,"레오나르도디카프리오,러셀크로우,마크스트롱"
프로메테우스,2012-06-06,971482,이십세기폭스코리아(주),리들리스콧,"누미라파스,마이클패스벤더,샤를리즈테론,가이피어스,이드리스엘바"
